Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
May,2017,Department of Education,Office of Federal Student Aid,Student Financial Assistance,91-0200,FY2017-FY2018,2018,91-0200 17/18 - Student Financial Assistance,"$28,606.4M","$31,198.6M",91.7%
May,2017,Department of Education,Office of Federal Student Aid,Federal Family Education Loan Program Financing Account,91-4251,No Year,No Year,91-4251 /X - Federal Family Education Loan Program Financing Account,"$22,070.0M","$27,489.3M",80.3%
May,2017,Department of Education,Office of Federal Student Aid,"Federal Family Education Loan Program, Program Account",91-0231,FY2017,2017,"91-0231 /17 - Federal Family Education Loan Program, Program Account","$11,155.8M","$11,155.8M",100.0%
May,2017,Department of Education,Office of Elementary and Secondary Education,Education for the Disadvantaged,91-0900,FY2017,2017,91-0900 /17 - Education for the Disadvantaged,$60.8M,"$10,848.5M",0.6%
May,2017,Department of Education,Office of Special Education and Rehabilitative Services,Special Education,91-0300,FY2017,2017,91-0300 /17 - Special Education,$280.2M,"$9,518.1M",2.9%
May,2017,Department of Education,Office of Federal Student Aid,Student Financial Assistance,91-0200,FY2016-FY2017,2017,91-0200 16/17 - Student Financial Assistance,"$8,792.9M","$8,805.3M",99.9%
May,2017,Department of Education,Office of Special Education and Rehabilitative Services,Special Education,91-0300,FY2017-FY2018,2018,91-0300 17/18 - Special Education,"$3,546.3M","$3,546.3M",100.0%
May,2017,Department of Education,Office of Special Education and Rehabilitative Services,Rehabilitation Services,91-0301,FY2017,2017,91-0301 /17 - Rehabilitation Services,$562.8M,"$3,301.1M",17.1%
May,2017,Department of Education,Office of Federal Student Aid,Temporary Student Loan Purchase Authority Financing Account,91-4453,No Year,No Year,91-4453 /X - Temporary Student Loan Purchase Authority Financing Account,"$2,876.5M","$2,912.3M",98.8%
May,2017,Department of Education,Office of Postsecondary Education,Higher Education,91-0201,FY2017,2017,91-0201 /17 - Higher Education,"$1,975.2M","$2,293.0M",86.1%
May,2017,Department of Education,Office of Elementary and Secondary Education,School Improvement Programs,91-1000,FY2017,2017,91-1000 /17 - School Improvement Programs,$85.2M,"$1,758.9M",4.8%
May,2017,Department of Education,Office of Federal Student Aid,Temporary Student Loan Purchase Authority Standard Put Financing,91-4449,No Year,No Year,91-4449 /X - Temporary Student Loan Purchase Authority Standard Put Financing,"$1,629.6M","$1,654.0M",98.5%
May,2017,Department of Education,Office of Federal Student Aid,Federal Student Loan Reserve Fund,91-4257,No Year,No Year,91-4257 /X - Federal Student Loan Reserve Fund,"$1,427.9M","$1,440.4M",99.1%
May,2017,Department of Education,Office of Elementary and Secondary Education,Impact Aid,91-0102,FY2017,2017,91-0102 /17 - Impact Aid,$46.3M,$995.2M,4.7%
May,2017,Department of Education,Office of Federal Student Aid,Student Aid Administration,91-0202,FY2017-FY2018,2018,91-0202 17/18 - Student Aid Administration,$196.3M,$963.0M,20.4%
May,2017,Department of Education,"Office of Career, Technical, and Adult Education","Career, Technical and Adult Education",91-0400,FY2017,2017,"91-0400 /17 - Career, Technical and Adult Education",$19.1M,$789.5M,2.4%
May,2017,Department of Education,Office of Elementary and Secondary Education,Education for the Disadvantaged,91-0900,FY2016-FY2017,2017,91-0900 16/17 - Education for the Disadvantaged,$218.2M,$660.4M,33.0%
May,2017,Department of Education,Office of Postsecondary Education,Historically Black College and University Capital Financing Dire,91-4255,No Year,No Year,91-4255 /X - Historically Black College and University Capital Financing Dire,$386.9M,$514.1M,75.3%
May,2017,Department of Education,Office of Innovation and Improvement,Innovation and Improvement,91-0204,FY2017,2017,91-0204 /17 - Innovation and Improvement,$450.9M,$465.4M,96.9%
May,2017,Department of Education,Departmental Management,Program Administration,91-0800,FY2017,2017,91-0800 /17 - Program Administration,$192.1M,$436.7M,44.0%
May,2017,Department of Education,Institute of Education Sciences,Institute of Education Sciences,91-1100,FY2017-FY2018,2018,91-1100 17/18 - Institute of Education Sciences,$79.6M,$354.6M,22.4%
May,2017,Department of Education,Office of Innovation and Improvement,Innovation and Improvement,91-0204,FY2016-FY2017,2017,91-0204 16/17 - Innovation and Improvement,$0.1M,$354.3M,0.0%
May,2017,Department of Education,Office of Innovation and Improvement,Innovation and Improvement,91-0204,FY2017-FY2018,2018,91-0204 17/18 - Innovation and Improvement,$211.7M,$212.3M,99.7%
May,2017,Department of Education,Office of Elementary and Secondary Education,Indian Education,91-0101,FY2017,2017,91-0101 /17 - Indian Education,$164.8M,$164.9M,99.9%
May,2017,Department of Education,Office of Federal Student Aid,Federal Family Education Loan Liquidating Account,91-0230,No Year,No Year,91-0230 /X - Federal Family Education Loan Liquidating Account,$55.1M,$150.1M,36.7%
May,2017,Department of Education,Office of Federal Student Aid,TEACH Grant Financing Account,91-4290,No Year,No Year,91-4290 /X - TEACH Grant Financing Account,$81.5M,$140.5M,58.0%
May,2017,Department of Education,Office of Postsecondary Education,Howard University,91-0603,FY2017,2017,91-0603 /17 - Howard University,$0.0M,$123.9M,0.0%
May,2017,Department of Education,Office of Postsecondary Education,Higher Education,91-0201,FY2016-FY2017,2017,91-0201 16/17 - Higher Education,$120.2M,$120.2M,100.0%
May,2017,Department of Education,Departmental Management,Office for Civil Rights,91-0700,FY2017,2017,91-0700 /17 - Office for Civil Rights,$42.9M,$108.5M,39.5%
May,2017,Department of Education,Office of Elementary and Secondary Education,School Improvement Programs,91-1000,FY2016-FY2017,2017,91-1000 16/17 - School Improvement Programs,$69.5M,$103.1M,67.4%
May,2017,Department of Education,Office of Elementary and Secondary Education,Safe Schools and Citizenship Education,91-0203,FY2017,2017,91-0203 /17 - Safe Schools and Citizenship Education,$98.4M,$98.4M,100.0%
May,2017,Department of Education,Office of Innovation and Improvement,Innovation and Improvement,91-0204,No Year,No Year,91-0204 /X - Innovation and Improvement,$43.5M,$80.2M,54.3%
May,2017,Department of Education,Office of Elementary and Secondary Education,Safe Schools and Citizenship Education,91-0203,FY2016-FY2017,2017,91-0203 16/17 - Safe Schools and Citizenship Education,$0.0M,$72.7M,0.0%
May,2017,Department of Education,Office of Federal Student Aid,Temporary Student Loan Purchase Authority Conduit Financing Acct,91-4459,No Year,No Year,91-4459 /X - Temporary Student Loan Purchase Authority Conduit Financing Acct,$66.1M,$70.9M,93.1%
May,2017,Department of Education,Office of Special Education and Rehabilitative Services,Gallaudet University,91-0602,FY2017,2017,91-0602 /17 - Gallaudet University,$0.0M,$69.6M,0.0%
May,2017,Department of Education,Institute of Education Sciences,Institute of Education Sciences,91-1100,FY2016-FY2017,2017,91-1100 16/17 - Institute of Education Sciences,$30.8M,$68.7M,44.9%
May,2017,Department of Education,Departmental Management,Office of Inspector General,91-1400,FY2017,2017,91-1400 /17 - Office of Inspector General,$23.3M,$59.3M,39.3%
May,2017,Department of Education,Office of Federal Student Aid,Health Education Assistance Loans Financing Account,91-4300,No Year,No Year,91-4300 /X - Health Education Assistance Loans Financing Account,$45.9M,$47.3M,97.1%
May,2017,Department of Education,Office of Elementary and Secondary Education,Safe Schools and Citizenship Education,91-0203,FY2017-FY2018,2018,91-0203 17/18 - Safe Schools and Citizenship Education,$42.0M,$42.0M,100.0%
May,2017,Department of Education,Office of Special Education and Rehabilitative Services,National Technical Institute for the Deaf,91-0601,FY2017,2017,91-0601 /17 - National Technical Institute for the Deaf,$0.0M,$40.2M,0.0%
May,2017,Department of Education,Office of English Language Acquisition,English Language Acquisition,91-1300,FY2017-FY2018,2018,91-1300 17/18 - English Language Acquisition,$27.5M,$27.5M,100.0%
May,2017,Department of Education,"Office of Career, Technical, and Adult Education","Career, Technical and Adult Education",91-0400,FY2016-FY2017,2017,"91-0400 16/17 - Career, Technical and Adult Education",$16.9M,$22.8M,74.3%
May,2017,Department of Education,Office of Postsecondary Education,Historically Black College and University Capital Financing,91-1901,FY2016-FY2017,2017,91-1901 16/17 - Historically Black College and University Capital Financing,$20.1M,$20.1M,100.0%
May,2017,Department of Education,Office of Federal Student Aid,Student Financial Assistance Debt Collection,91-5557,No Year,No Year,91-5557 /X - Student Financial Assistance Debt Collection,$12.9M,$13.4M,96.5%
May,2017,Department of Education,Office of Federal Student Aid,TEACH Grant Program Account,91-0206,FY2017,2017,91-0206 /17 - TEACH Grant Program Account,$8.5M,$12.3M,69.5%
May,2017,Department of Education,Office of English Language Acquisition,English Language Acquisition,91-1300,FY2016-FY2017,2017,91-1300 16/17 - English Language Acquisition,$4.4M,$10.8M,40.9%
May,2017,Department of Education,Office of Federal Student Aid,Student Aid Administration,91-0202,FY2016-FY2017,2017,91-0202 16/17 - Student Aid Administration,$6.9M,$8.3M,83.1%
May,2017,Department of Education,Office of Postsecondary Education,College Housing and Academic Facilities Loans Liquidating Accoun,91-0242,No Year,No Year,91-0242 /X - College Housing and Academic Facilities Loans Liquidating Accoun,$6.5M,$6.5M,100.0%
May,2017,Department of Education,Office of Elementary and Secondary Education,Safe Schools and Citizenship Education,91-0203,No Year,No Year,91-0203 /X - Safe Schools and Citizenship Education,$4.3M,$5.1M,83.7%
May,2017,Department of Education,Office of Elementary and Secondary Education,Impact Aid,91-0102,No Year,No Year,91-0102 /X - Impact Aid,$0.1M,$4.2M,1.4%
May,2017,Department of Education,"Office of Career, Technical, and Adult Education","Career, Technical and Adult Education",91-0400,No Year,No Year,"91-0400 /X - Career, Technical and Adult Education",$3.3M,$3.3M,100.0%
May,2017,Department of Education,Office of Federal Student Aid,Health Education Assistance Loans Liquidating Account,91-4299,No Year,No Year,91-4299 /X - Health Education Assistance Loans Liquidating Account,$2.0M,$3.0M,67.9%
May,2017,Department of Education,Office of Postsecondary Education,Higher Education,91-0201,No Year,No Year,91-0201 /X - Higher Education,$1.2M,$1.2M,100.0%
May,2017,Department of Education,Office of Postsecondary Education,College Housing and Academic Facilities Loans Financing Account,91-4252,No Year,No Year,91-4252 /X - College Housing and Academic Facilities Loans Financing Account,$1.0M,$1.0M,100.0%
May,2017,Department of Education,Departmental Management,Contributions,91-8258,No Year,No Year,91-8258 /X - Contributions,$0.6M,$0.9M,60.3%
May,2017,Department of Education,Office of Postsecondary Education,College Housing Loans,91-4250,No Year,No Year,91-4250 /X - College Housing Loans,$0.5M,$0.8M,64.9%
May,2017,Department of Education,Departmental Management,Program Administration,91-0800,No Year,No Year,91-0800 /X - Program Administration,$0.4M,$0.6M,62.4%
May,2017,Department of Education,Office of Postsecondary Education,Higher Education Facilities Loans,91-0240,No Year,No Year,91-0240 /X - Higher Education Facilities Loans,$0.5M,$0.6M,90.0%
May,2017,Department of Education,Office of Federal Student Aid,Iraq and Afghanistan Service Grants Program,91-0248,FY2017,2017,91-0248 /17 - Iraq and Afghanistan Service Grants Program,$0.3M,$0.5M,56.3%
May,2017,Department of Education,Office of Federal Student Aid,Student Aid Administration,91-0202,No Year,No Year,91-0202 /X - Student Aid Administration,$0.3M,$0.3M,100.0%
May,2017,Department of Education,Office of Postsecondary Education,College Housing and Academic Facilities Loans Program Account,91-0241,FY2017,2017,91-0241 /17 - College Housing and Academic Facilities Loans Program Account,$0.0M,$0.3M,5.0%
May,2017,Department of Education,Office of Postsecondary Education,Historically Black College and University Capital Financing,91-1901,FY2017,2017,91-1901 /17 - Historically Black College and University Capital Financing,$0.0M,$0.2M,22.9%
May,2017,Department of Education,Office of Special Education and Rehabilitative Services,Special Education,91-0300,FY2016-FY2017,2017,91-0300 16/17 - Special Education,$0.2M,$0.2M,100.0%
May,2017,Department of Education,Hurricane Education Recovery,Hurricane Education Recovery,91-0013,No Year,No Year,91-0013 /X - Hurricane Education Recovery,$0.1M,$0.1M,100.0%
May,2017,Department of Education,Office of Elementary and Secondary Education,Chicago Litigation Settlement,91-0220,No Year,No Year,91-0220 /X - Chicago Litigation Settlement,$0.0M,$0.0M,100.0%
May,2017,Department of Education,Office of Elementary and Secondary Education,School Improvement Programs,91-1000,No Year,No Year,91-1000 /X - School Improvement Programs,$0.0M,$0.0M,0.0%
May,2017,Department of Energy,National Nuclear Security Administration,Weapons Activities,89-0240,No Year,No Year,89-0240 /X - Weapons Activities,"$6,332.9M","$12,209.5M",51.9%
May,2017,Department of Energy,Energy Programs,Science,89-0222,No Year,No Year,89-0222 /X - Science,"$2,771.1M","$5,989.1M",46.3%
May,2017,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Cleanup,89-0251,No Year,No Year,89-0251 /X - Defense Environmental Cleanup,"$2,162.2M","$5,148.5M",42.0%
May,2017,Department of Energy,Power Marketing Administration,Bonneville Power Administration Fund,89-4045,No Year,No Year,89-4045 /X - Bonneville Power Administration Fund,"$2,846.9M","$4,746.9M",60.0%
May,2017,Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan Program,89-0322,No Year,No Year,89-0322 /X - Advanced Technology Vehicles Manufacturing Loan Program,"$4,310.7M","$4,310.7M",100.0%
May,2017,Department of Energy,Energy Programs,Energy Efficiency and Renewable Energy,89-0321,No Year,No Year,89-0321 /X - Energy Efficiency and Renewable Energy,"$1,890.8M","$3,023.0M",62.5%
May,2017,Department of Energy,Environmental and Other Defense Activities,Other Defense Activities,89-0243,No Year,No Year,89-0243 /X - Other Defense Activities,"$1,158.8M","$2,251.0M",51.5%
May,2017,Department of Energy,National Nuclear Security Administration,Defense Nuclear Nonproliferation,89-0309,No Year,No Year,89-0309 /X - Defense Nuclear Nonproliferation,"$1,031.1M","$2,027.1M",50.9%
May,2017,Department of Energy,Power Marketing Administration,"Construction, Rehabilitation, Operation and Maintenance, Western",89-5068,No Year,No Year,"89-5068 /X - Construction, Rehabilitation, Operation and Maintenance, Western","$1,382.7M","$1,786.4M",77.4%
May,2017,Department of Energy,National Nuclear Security Administration,Naval Reactors,89-0314,No Year,No Year,89-0314 /X - Naval Reactors,$563.3M,"$1,304.8M",43.2%
May,2017,Department of Energy,Energy Programs,"Title 17 Innovative Technology Direct Loan Financing Account, Re",89-4576,No Year,No Year,"89-4576 /X - Title 17 Innovative Technology Direct Loan Financing Account, Re","$1,027.2M","$1,271.9M",80.8%
May,2017,Department of Energy,Energy Programs,Nuclear Energy,89-0319,No Year,No Year,89-0319 /X - Nuclear Energy,$616.4M,"$1,154.8M",53.4%
May,2017,Department of Energy,Energy Programs,Fossil Energy Research and Development,89-0213,No Year,No Year,89-0213 /X - Fossil Energy Research and Development,$626.8M,$798.4M,78.5%
May,2017,Department of Energy,Energy Programs,Uranium Enrichment Decontamination and Decommissioning Fund,89-5231,No Year,No Year,89-5231 /X - Uranium Enrichment Decontamination and Decommissioning Fund,$305.4M,$778.8M,39.2%
May,2017,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Cleanup,89-0251,FY2017,2017,89-0251 /17 - Defense Environmental Cleanup,$563.0M,$563.0M,100.0%
May,2017,Department of Energy,Energy Programs,Advanced Research Projects Agency--Energy,89-0337,No Year,No Year,89-0337 /X - Advanced Research Projects Agency--Energy,$360.5M,$520.2M,69.3%
May,2017,Department of Energy,Energy Programs,"Title 17 Innovative Technology Loan Guarantee Program, Recovery",89-0209,No Year,No Year,"89-0209 /X - Title 17 Innovative Technology Loan Guarantee Program, Recovery",$479.4M,$479.4M,100.0%
May,2017,Department of Energy,National Nuclear Security Administration,Federal Salaries and Expenses,89-0313,FY2017-FY2018,2018,89-0313 17/18 - Federal Salaries and Expenses,$191.5M,$390.0M,49.1%
May,2017,Department of Energy,Energy Programs,Energy Security and Infrastructure Modernization Fund,89-5615,No Year,No Year,89-5615 /X - Energy Security and Infrastructure Modernization Fund,$192.8M,$375.4M,51.4%
May,2017,Department of Energy,Energy Programs,Federal Energy Regulatory Commission,89-0212,No Year,No Year,89-0212 /X - Federal Energy Regulatory Commission,$159.5M,$371.1M,43.0%
May,2017,Department of Energy,Power Marketing Administration,"Colorado River Basins Power Marketing Fund, Western Area Power A",89-4452,No Year,No Year,"89-4452 /X - Colorado River Basins Power Marketing Fund, Western Area Power A",$260.3M,$346.6M,75.1%
May,2017,Department of Energy,Departmental Administration,Working Capital Fund,89-4563,No Year,No Year,89-4563 /X - Working Capital Fund,$207.7M,$319.1M,65.1%
May,2017,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Cleanup,89-0251,FY2017-FY2018,2018,89-0251 17/18 - Defense Environmental Cleanup,$109.4M,$290.1M,37.7%
May,2017,Department of Energy,Energy Programs,Non-defense Environmental Cleanup,89-0315,No Year,No Year,89-0315 /X - Non-defense Environmental Cleanup,$111.8M,$282.6M,39.6%
May,2017,Department of Energy,Environmental and Other Defense Activities,Other Defense Activities,89-0243,FY2017-FY2018,2018,89-0243 17/18 - Other Defense Activities,$122.9M,$254.2M,48.3%
May,2017,Department of Energy,Power Marketing Administration,"Operation and Maintenance, Southwestern Power Administration",89-0303,No Year,No Year,"89-0303 /X - Operation and Maintenance, Southwestern Power Administration",$224.1M,$253.5M,88.4%
May,2017,Department of Energy,Energy Programs,Electricity Delivery and Energy Reliability,89-0318,No Year,No Year,89-0318 /X - Electricity Delivery and Energy Reliability,$208.7M,$251.6M,83.0%
May,2017,Department of Energy,Departmental Administration,Departmental Administration,89-0228,FY2017-FY2018,2018,89-0228 17/18 - Departmental Administration,$122.4M,$230.0M,53.2%
May,2017,Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Direct Loan Financing,89-4579,No Year,No Year,89-4579 /X - Advanced Technology Vehicles Manufacturing Direct Loan Financing,$144.5M,$225.1M,64.2%
May,2017,Department of Energy,Energy Programs,Strategic Petroleum Reserve,89-0218,No Year,No Year,89-0218 /X - Strategic Petroleum Reserve,$104.3M,$225.0M,46.4%
May,2017,Department of Energy,Energy Programs,Title 17 Innovative Technology Direct Loan Financing Account,89-4455,No Year,No Year,89-4455 /X - Title 17 Innovative Technology Direct Loan Financing Account,$69.8M,$195.7M,35.7%
May,2017,Department of Energy,Energy Programs,Science,89-0222,FY2017-FY2018,2018,89-0222 17/18 - Science,$67.8M,$182.0M,37.3%
May,2017,Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,89-0208,No Year,No Year,89-0208 /X - Title 17 Innovative Technology Loan Guarantee Program,$173.1M,$173.1M,100.0%
May,2017,Department of Energy,Energy Programs,Title 17 Innovative Technology Guaranteed Loan Financing Account,89-4486,No Year,No Year,89-4486 /X - Title 17 Innovative Technology Guaranteed Loan Financing Account,$151.8M,$171.6M,88.5%
May,2017,Department of Energy,Energy Programs,Energy Efficiency and Renewable Energy,89-0321,FY2017-FY2018,2018,89-0321 17/18 - Energy Efficiency and Renewable Energy,$69.9M,$153.5M,45.5%
May,2017,Department of Energy,Energy Programs,Energy Information Administration,89-0216,No Year,No Year,89-0216 /X - Energy Information Administration,$60.8M,$126.7M,48.0%
May,2017,Department of Energy,Power Marketing Administration,"Operation and Maintenance, Southeastern Power Administration",89-0302,No Year,No Year,"89-0302 /X - Operation and Maintenance, Southeastern Power Administration",$62.5M,$109.8M,56.9%
May,2017,Department of Energy,Departmental Administration,Departmental Administration,89-0228,FY2016-FY2017,2017,89-0228 16/17 - Departmental Administration,$59.6M,$100.6M,59.2%
May,2017,Department of Energy,National Nuclear Security Administration,Weapons Activities,89-0240,FY2017-FY2018,2018,89-0240 17/18 - Weapons Activities,$37.0M,$97.1M,38.1%
May,2017,Department of Energy,Energy Programs,Isotope Production and Distribution Program Fund,89-4180,No Year,No Year,89-4180 /X - Isotope Production and Distribution Program Fund,$47.0M,$89.7M,52.3%
May,2017,Department of Energy,Energy Programs,Nuclear Energy,89-0319,FY2017-FY2018,2018,89-0319 17/18 - Nuclear Energy,$38.5M,$80.0M,48.2%
May,2017,Department of Energy,Energy Programs,Fossil Energy Research and Development,89-0213,FY2017-FY2018,2018,89-0213 17/18 - Fossil Energy Research and Development,$0.0M,$60.7M,0.0%
May,2017,Department of Energy,Departmental Administration,Office of the Inspector General,89-0236,FY2017-FY2018,2018,89-0236 17/18 - Office of the Inspector General,$15.7M,$44.4M,35.3%
May,2017,Department of Energy,National Nuclear Security Administration,Naval Reactors,89-0314,FY2017-FY2018,2018,89-0314 17/18 - Naval Reactors,$19.8M,$44.1M,44.9%
May,2017,Department of Energy,Energy Programs,Naval Petroleum and Oil Shale Reserves,89-0219,No Year,No Year,89-0219 /X - Naval Petroleum and Oil Shale Reserves,$35.4M,$41.8M,84.7%
May,2017,Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,89-0208,FY2017-FY2018,2018,89-0208 17/18 - Title 17 Innovative Technology Loan Guarantee Program,$28.2M,$37.0M,76.1%
May,2017,Department of Energy,Energy Programs,Advanced Research Projects Agency--Energy,89-0337,FY2017-FY2018,2018,89-0337 17/18 - Advanced Research Projects Agency--Energy,$13.4M,$29.2M,45.8%
May,2017,Department of Energy,Energy Programs,Electricity Delivery and Energy Reliability,89-0318,FY2017-FY2018,2018,89-0318 17/18 - Electricity Delivery and Energy Reliability,$12.5M,$28.5M,43.7%
May,2017,Department of Energy,National Nuclear Security Administration,Federal Salaries and Expenses,89-0313,FY2016-FY2017,2017,89-0313 16/17 - Federal Salaries and Expenses,$1.0M,$23.9M,4.4%
May,2017,Department of Energy,Power Marketing Administration,"Western Area Power Administration, Borrowing Authority, Recovery",89-4404,No Year,No Year,"89-4404 /X - Western Area Power Administration, Borrowing Authority, Recovery",$20.4M,$23.8M,85.6%
May,2017,Department of Energy,Environmental and Other Defense Activities,Other Defense Activities,89-0243,FY2016-FY2017,2017,89-0243 16/17 - Other Defense Activities,$4.4M,$16.6M,26.4%
May,2017,Department of Energy,Departmental Administration,Departmental Administration,89-0228,FY2017-FY2022,2022,89-0228 17/22 - Departmental Administration,$16.0M,$16.0M,100.0%
May,2017,Department of Energy,Departmental Administration,Departmental Administration,89-0228,No Year,No Year,89-0228 /X - Departmental Administration,$15.7M,$15.9M,99.1%
May,2017,Department of Energy,Energy Programs,SPR Petroleum Account,89-0233,No Year,No Year,89-0233 /X - SPR Petroleum Account,$13.3M,$15.4M,86.0%
May,2017,Department of Energy,Energy Programs,Northeast Home Heating Oil Reserve,89-5369,No Year,No Year,89-5369 /X - Northeast Home Heating Oil Reserve,$4.6M,$13.9M,33.2%
May,2017,Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,89-0208,FY2016-FY2017,2017,89-0208 16/17 - Title 17 Innovative Technology Loan Guarantee Program,$5.2M,$13.7M,37.6%
May,2017,Department of Energy,Energy Programs,Nuclear Waste Disposal,89-5227,No Year,No Year,89-5227 /X - Nuclear Waste Disposal,$12.3M,$13.2M,92.6%
May,2017,Department of Energy,Energy Programs,Nuclear Energy,89-0319,FY2016-FY2017,2017,89-0319 16/17 - Nuclear Energy,$6.3M,$11.5M,54.8%
May,2017,Department of Energy,Energy Programs,Energy Efficiency and Renewable Energy,89-0321,FY2016-FY2017,2017,89-0321 16/17 - Energy Efficiency and Renewable Energy,$4.6M,$9.9M,46.3%
May,2017,Department of Energy,Energy Programs,Tribal Indian Energy Loan Guarantee Program,89-0350,No Year,No Year,89-0350 /X - Tribal Indian Energy Loan Guarantee Program,$9.0M,$9.0M,100.0%
May,2017,Department of Energy,Energy Programs,Energy Supply and Conservation,89-0224,No Year,No Year,89-0224 /X - Energy Supply and Conservation,$8.6M,$8.6M,100.0%
May,2017,Department of Energy,Energy Programs,Electricity Delivery and Energy Reliability,89-0318,FY2016-FY2017,2017,89-0318 16/17 - Electricity Delivery and Energy Reliability,$5.1M,$8.1M,63.3%
May,2017,Department of Energy,Energy Programs,Fossil Energy Research and Development,89-0213,FY2016-FY2017,2017,89-0213 16/17 - Fossil Energy Research and Development,$0.8M,$7.5M,11.2%
May,2017,Department of Energy,Environmental and Other Defense Activities,Defense Nuclear Waste Disposal,89-0244,No Year,No Year,89-0244 /X - Defense Nuclear Waste Disposal,$6.5M,$7.2M,89.6%
May,2017,Department of Energy,Departmental Administration,Office of the Inspector General,89-0236,FY2016-FY2017,2017,89-0236 16/17 - Office of the Inspector General,$3.8M,$6.1M,62.1%
May,2017,Department of Energy,Energy Programs,Advanced Research Projects Agency--Energy,89-0337,FY2016-FY2017,2017,89-0337 16/17 - Advanced Research Projects Agency--Energy,$2.1M,$5.7M,36.6%
May,2017,Department of Energy,National Nuclear Security Administration,Weapons Activities,89-0240,FY2016-FY2017,2017,89-0240 16/17 - Weapons Activities,$1.4M,$5.2M,26.3%
May,2017,Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan Program,89-0322,FY2017-FY2018,2018,89-0322 17/18 - Advanced Technology Vehicles Manufacturing Loan Program,$4.3M,$5.0M,86.1%
May,2017,Department of Energy,Power Marketing Administration,Falcon and Amistad Operating and Maintenance Fund,89-5178,No Year,No Year,89-5178 /X - Falcon and Amistad Operating and Maintenance Fund,$2.1M,$4.6M,44.6%
May,2017,Department of Energy,Energy Programs,Payments to States under Federal Power Act,89-5105,No Year,No Year,89-5105 /X - Payments to States under Federal Power Act,$4.5M,$4.5M,100.0%
May,2017,Department of Energy,Energy Programs,Science,89-0222,FY2016-FY2017,2017,89-0222 16/17 - Science,$3.9M,$4.2M,93.1%
May,2017,Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan Program,89-0322,FY2016-FY2017,2017,89-0322 16/17 - Advanced Technology Vehicles Manufacturing Loan Program,$2.5M,$4.2M,60.5%
May,2017,Department of Energy,National Nuclear Security Administration,Cerro Grande Fire Activities,89-0312,No Year,No Year,89-0312 /X - Cerro Grande Fire Activities,$3.1M,$3.1M,100.0%
May,2017,Department of Energy,National Nuclear Security Administration,Federal Salaries and Expenses,89-0313,No Year,No Year,89-0313 /X - Federal Salaries and Expenses,$2.9M,$2.9M,99.3%
May,2017,Department of Energy,National Nuclear Security Administration,Naval Reactors,89-0314,FY2016-FY2017,2017,89-0314 16/17 - Naval Reactors,$0.3M,$2.8M,9.2%
May,2017,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Cleanup,89-0251,FY2016-FY2017,2017,89-0251 16/17 - Defense Environmental Cleanup,$1.1M,$2.1M,50.6%
May,2017,Department of Energy,Energy Programs,Clean Coal Technology,89-0235,No Year,No Year,89-0235 /X - Clean Coal Technology,$2.0M,$2.0M,100.0%
May,2017,Department of Energy,Energy Programs,Ultra-deepwater and Unconventional Natural Gas and Other Petrole,89-5523,No Year,No Year,89-5523 /X - Ultra-deepwater and Unconventional Natural Gas and Other Petrole,$0.9M,$0.9M,100.0%
May,2017,Department of Energy,Power Marketing Administration,"Emergency Fund, Western Area Power Administration",89-5069,No Year,No Year,"89-5069 /X - Emergency Fund, Western Area Power Administration",$0.5M,$0.5M,100.0%
May,2017,Department of Energy,Departmental Administration,Office of the Inspector General,89-0236,No Year,No Year,89-0236 /X - Office of the Inspector General,$0.3M,$0.3M,100.0%
May,2017,Department of Energy,Power Marketing Administration,"Operation and Maintenance, Alaska Power Administration",89-0304,No Year,No Year,"89-0304 /X - Operation and Maintenance, Alaska Power Administration",$0.3M,$0.3M,100.0%
May,2017,Department of Energy,Power Marketing Administration,"Continuing Fund, Southwestern Power Administration",89-5649,No Year,No Year,"89-5649 /X - Continuing Fund, Southwestern Power Administration",$0.3M,$0.3M,100.0%
May,2017,Department of Energy,Departmental Administration,"Gifts and Donations, Department of Energy",89-8576,No Year,No Year,"89-8576 /X - Gifts and Donations, Department of Energy",$0.1M,$0.1M,87.2%
May,2017,Department of Energy,Energy Programs,Emergency Preparedness,89-0234,No Year,No Year,89-0234 /X - Emergency Preparedness,$0.1M,$0.1M,100.0%
May,2017,Department of Energy,Energy Programs,Legacy Management,89-0320,No Year,No Year,89-0320 /X - Legacy Management,$0.1M,$0.1M,100.0%
May,2017,Department of Energy,Energy Programs,Advances for Cooperative Work,89-8575,No Year,No Year,89-8575 /X - Advances for Cooperative Work,$0.1M,$0.1M,100.0%
