Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Feb,2024,Department of Defense-Military,Military Personnel,"National Guard Personnel, Air Force",57-3850,FY2020,2020,"57-3850 /20 - National Guard Personnel, Air Force",$26.7M,$28.7M,93.1%
Feb,2024,Department of Defense-Military,Procurement,"Space Procurement, Air Force",57-3021,FY2019-FY2021,2021,"57-3021 19/21 - Space Procurement, Air Force",$28.2M,$28.6M,98.7%
Feb,2024,Department of Defense-Military,Military Personnel,"National Guard Personnel, Army",21-2060,FY2020,2020,"21-2060 /20 - National Guard Personnel, Army",$11.0M,$28.4M,38.6%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Navy Reserve",17-1806,FY2022,2022,"17-1806 /22 - Operation and Maintenance, Navy Reserve",$25.7M,$28.3M,91.0%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Army",21-2070,FY2020,2020,"21-2070 /20 - Reserve Personnel, Army",$27.6M,$28.2M,98.1%
Feb,2024,Department of Defense-Military,Military Personnel,"Military Personnel, Marine Corps",17-1105,FY2019,2019,"17-1105 /19 - Military Personnel, Marine Corps",$28.0M,$28.0M,100.0%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Army National Guard",21-2085,FY2022-FY2024,2024,"21-2085 22/24 - Military Construction, Army National Guard",$26.5M,$27.5M,96.1%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Navy",17-1405,FY2023,2023,"17-1405 /23 - Reserve Personnel, Navy",$14.8M,$27.4M,54.1%
Feb,2024,Department of Defense-Military,Procurement,"Weapons Procurement, Navy",17-1507,FY2019-FY2021,2021,"17-1507 19/21 - Weapons Procurement, Navy",$27.2M,$27.3M,99.6%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Air Force",57-0745,FY2020,2020,"57-0745 /20 - Family Housing Operation and Maintenance, Air Force",$25.5M,$26.8M,95.1%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Army",21-2050,FY2018-FY2022,2022,"21-2050 18/22 - Military Construction, Army",$24.5M,$26.8M,91.4%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Navy",17-1405,FY2022,2022,"17-1405 /22 - Reserve Personnel, Navy",$24.2M,$26.6M,91.1%
Feb,2024,Department of Defense-Military,Procurement,"Weapons Procurement, Navy",17-1507,FY2021-FY2023,2023,"17-1507 21/23 - Weapons Procurement, Navy",$26.1M,$26.6M,98.2%
Feb,2024,Department of Defense-Military,Procurement,"Procurement, Marine Corps",17-1109,FY2020-FY2022,2022,"17-1109 20/22 - Procurement, Marine Corps",$22.9M,$26.2M,87.2%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Army Reserve",21-2080,FY2021,2021,"21-2080 /21 - Operation and Maintenance, Army Reserve",$23.8M,$25.9M,92.0%
Feb,2024,Department of Defense-Military,Procurement,"Procurement of Ammunition, Air Force",57-3011,FY2018-FY2020,2020,"57-3011 18/20 - Procurement of Ammunition, Air Force",$25.9M,$25.9M,100.0%
Feb,2024,Department of Defense-Military,"Research, Development, Test, and Evaluation","Research, Development, Test and Evaluation, Army",21-2040,No Year,No Year,"21-2040 /X - Research, Development, Test and Evaluation, Army",$13.5M,$25.9M,51.9%
Feb,2024,Department of Defense-Military,Procurement,"Missile Procurement, Army",21-2032,FY2021-FY2023,2023,"21-2032 21/23 - Missile Procurement, Army",$23.3M,$25.8M,90.2%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air Force",57-3300,FY2016-FY2020,2020,"57-3300 16/20 - Military Construction, Air Force",$1.8M,$25.5M,7.2%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Department of Defense Acquisition Workforce Development Account,97-0111,FY2018-FY2020,2020,97-0111 18/20 - Department of Defense Acquisition Workforce Development Account,$25.5M,$25.5M,100.0%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Navy Reserve",17-1235,FY2024-FY2028,2028,"17-1235 24/28 - Military Construction, Navy Reserve",$24.6M,$24.6M,100.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Environmental Restoration, Army",21-0810,No Year,No Year,"21-0810 /X - Environmental Restoration, Army",$24.0M,$24.6M,97.6%
Feb,2024,Department of Defense-Military,Procurement,National Guard and Reserve Equipment Account,97-0350,FY2018-FY2020,2020,97-0350 18/20 - National Guard and Reserve Equipment Account,$22.5M,$24.5M,91.6%
Feb,2024,Department of Defense-Military,Military Personnel,"Military Personnel, Navy",17-1453,FY2019,2019,"17-1453 /19 - Military Personnel, Navy",$24.1M,$24.3M,99.2%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Air Force",57-0745,FY2023,2023,"57-0745 /23 - Family Housing Operation and Maintenance, Air Force",$15.3M,$24.2M,63.1%
Feb,2024,Department of Defense-Military,Procurement,"Weapons Procurement, Navy",17-1507,FY2017-FY2019,2019,"17-1507 17/19 - Weapons Procurement, Navy",$23.7M,$24.2M,98.1%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Mutually Beneficial Activities,97-5613,No Year,No Year,97-5613 /X - Mutually Beneficial Activities,$22.7M,$24.1M,93.9%
Feb,2024,Department of Defense-Military,Procurement,"Aircraft Procurement, Army",21-2031,FY2020-FY2022,2022,"21-2031 20/22 - Aircraft Procurement, Army",$23.7M,$23.9M,99.3%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Navy Reserve",17-1235,FY2022-FY2026,2026,"17-1235 22/26 - Military Construction, Navy Reserve",$22.9M,$23.7M,96.3%
Feb,2024,Department of Defense-Military,Procurement,"Chemical Agents and Munitions Destruction, Defense",97-0390,FY2024,2024,"97-0390 /24 - Chemical Agents and Munitions Destruction, Defense",$6.3M,$23.7M,26.8%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air Force",57-3300,FY2021-FY2023,2023,"57-3300 21/23 - Military Construction, Air Force",$21.9M,$23.0M,95.4%
Feb,2024,Department of Defense-Military,Procurement,"Weapons Procurement, Navy",17-1507,FY2018-FY2020,2020,"17-1507 18/20 - Weapons Procurement, Navy",$22.7M,$22.9M,99.4%
Feb,2024,Department of Defense-Military,Procurement,National Guard and Reserve Equipment Account,97-0350,FY2019-FY2021,2021,97-0350 19/21 - National Guard and Reserve Equipment Account,$11.9M,$22.8M,52.1%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Environmental Restoration, Formerly Used Defense Sites",97-0811,No Year,No Year,"97-0811 /X - Environmental Restoration, Formerly Used Defense Sites",$22.3M,$22.3M,100.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Defense Health Program,97-0130,FY2020-FY2022,2022,97-0130 20/22 - Defense Health Program,$21.6M,$22.2M,96.9%
Feb,2024,Department of Defense-Military,Procurement,Defense Production Act Program Account,97-0361,No Year,No Year,97-0361 /X - Defense Production Act Program Account,$22.0M,$22.2M,99.3%
Feb,2024,Department of Defense-Military,Procurement,"Procurement of Ammunition, Army",21-2034,FY2020-FY2022,2022,"21-2034 20/22 - Procurement of Ammunition, Army",$18.5M,$22.1M,83.7%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Marine Corps",17-1108,FY2023,2023,"17-1108 /23 - Reserve Personnel, Marine Corps",$1.9M,$21.8M,8.6%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Army",21-2070,FY2021,2021,"21-2070 /21 - Reserve Personnel, Army",$15.3M,$21.7M,70.6%
Feb,2024,Department of Defense-Military,Trust Funds,Voluntary Separation Incentive Fund,97-8335,No Year,No Year,97-8335 /X - Voluntary Separation Incentive Fund,$14.1M,$21.7M,65.2%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air National Guard",57-3830,FY2020-FY2024,2024,"57-3830 20/24 - Military Construction, Air National Guard",$13.7M,$21.6M,63.2%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Army",21-0720,FY2019-FY2023,2023,"21-0720 19/23 - Family Housing Construction, Army",$20.1M,$21.1M,95.4%
Feb,2024,Department of Defense-Military,Military Personnel,"Military Personnel, Navy",17-1453,FY2020,2020,"17-1453 /20 - Military Personnel, Navy",$21.0M,$21.1M,99.9%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Air Force",57-3700,FY2022,2022,"57-3700 /22 - Reserve Personnel, Air Force",$19.3M,$21.1M,91.5%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Defense-Wide",97-0765,FY2024,2024,"97-0765 /24 - Family Housing Operation and Maintenance, Defense-Wide",$3.3M,$20.9M,16.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Defense Health Program,97-0130,FY2019-FY2021,2021,97-0130 19/21 - Defense Health Program,$20.4M,$20.6M,99.1%
Feb,2024,Department of Defense-Military,Military Personnel,"Military Personnel, Marine Corps",17-1105,FY2020,2020,"17-1105 /20 - Military Personnel, Marine Corps",$19.6M,$20.1M,97.4%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Navy and Marine Corps",17-0735,FY2021,2021,"17-0735 /21 - Family Housing Operation and Maintenance, Navy and Marine Corps",$11.6M,$20.0M,58.2%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Army",69-21-2050,No Year,No Year,"69-21-2050 /X - Military Construction, Army",$20.0M,$20.0M,100.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Navy Reserve",17-1806,FY2021,2021,"17-1806 /21 - Operation and Maintenance, Navy Reserve",$17.8M,$20.0M,89.0%
Feb,2024,Department of Defense-Military,Military Construction,Natick Land Conveyance,21-5756,No Year,No Year,21-5756 /X - Natick Land Conveyance,$9.5M,$19.1M,50.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Department of Defense Acquisition Workforce Development Account,97-0111,FY2019-FY2020,2020,97-0111 19/20 - Department of Defense Acquisition Workforce Development Account,$18.8M,$19.0M,99.1%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Army",21-0725,FY2023,2023,"21-0725 /23 - Family Housing Operation and Maintenance, Army",$9.2M,$18.8M,48.8%
Feb,2024,Department of Defense-Military,Procurement,"Procurement of Ammunition, Air Force",57-3011,FY2020-FY2022,2022,"57-3011 20/22 - Procurement of Ammunition, Air Force",$14.0M,$18.7M,74.9%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Overseas Humanitarian, Disaster, and Civic Aid",97-0819,FY2018-FY2019,2019,"97-0819 18/19 - Overseas Humanitarian, Disaster, and Civic Aid",$17.3M,$18.6M,93.1%
Feb,2024,Department of Defense-Military,"Research, Development, Test, and Evaluation","Research, Development, Test and Evaluation, Navy",17-1319,FY2022-FY2024,2024,"17-1319 22/24 - Research, Development, Test and Evaluation, Navy",$17.2M,$18.4M,93.9%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Army",21-0725,FY2021,2021,"21-0725 /21 - Family Housing Operation and Maintenance, Army",$18.1M,$18.2M,99.4%
Feb,2024,Department of Defense-Military,Procurement,"Procurement, Marine Corps",17-1109,FY2017-FY2019,2019,"17-1109 17/19 - Procurement, Marine Corps",$18.2M,$18.2M,100.0%
Feb,2024,Department of Defense-Military,Military Personnel,"Military Personnel, Space Force",57-3510,FY2023,2023,"57-3510 /23 - Military Personnel, Space Force",$10.6M,$17.9M,59.1%
Feb,2024,Department of Defense-Military,Procurement,"Missile Procurement, Army",21-2032,FY2020-FY2022,2022,"21-2032 20/22 - Missile Procurement, Army",$17.2M,$17.8M,96.7%
Feb,2024,Department of Defense-Military,Procurement,"Weapons Procurement, Navy",17-1507,FY2020-FY2022,2022,"17-1507 20/22 - Weapons Procurement, Navy",$17.7M,$17.7M,100.0%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Air Force",57-3700,FY2020,2020,"57-3700 /20 - Reserve Personnel, Air Force",$17.1M,$17.3M,98.8%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Army",21-0725,FY2022,2022,"21-0725 /22 - Family Housing Operation and Maintenance, Army",$15.6M,$17.2M,91.0%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Air Force",57-0740,FY2020-FY2024,2024,"57-0740 20/24 - Family Housing Construction, Air Force",$14.6M,$17.0M,86.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Support of Athletic Programs,57-5616,No Year,No Year,57-5616 /X - Support of Athletic Programs,$16.9M,$16.9M,100.0%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Air Force",57-3700,FY2019,2019,"57-3700 /19 - Reserve Personnel, Air Force",$16.6M,$16.8M,99.2%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Army",21-0720,FY2022-FY2026,2026,"21-0720 22/26 - Family Housing Construction, Army",$12.4M,$16.6M,74.7%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Army",21-0720,FY2020-FY2024,2024,"21-0720 20/24 - Family Housing Construction, Army",$16.3M,$16.5M,98.5%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Navy and Marine Corps",17-0735,FY2023,2023,"17-0735 /23 - Family Housing Operation and Maintenance, Navy and Marine Corps",$10.1M,$16.2M,62.3%
Feb,2024,Department of Defense-Military,Procurement,Joint Improvised Explosive Device Defeat Fund,97-2093,FY2017-FY2019,2019,97-2093 17/19 - Joint Improvised Explosive Device Defeat Fund,$15.8M,$15.8M,99.7%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Restoration of the Rocky Mountain Arsenal,21-5098,No Year,No Year,21-5098 /X - Restoration of the Rocky Mountain Arsenal,$15.7M,$15.7M,99.8%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Department of Defense Acquisition Workforce Development Account,97-0111,FY2021,2021,97-0111 /21 - Department of Defense Acquisition Workforce Development Account,$15.4M,$15.4M,100.0%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air Force",57-3300,FY2015-FY2019,2019,"57-3300 15/19 - Military Construction, Air Force",$11.1M,$15.0M,73.7%
Feb,2024,Department of Defense-Military,Procurement,"Defense Production Act, Direct Loan Financing Account",97-4387,No Year,No Year,"97-4387 /X - Defense Production Act, Direct Loan Financing Account",$14.9M,$14.9M,100.0%
Feb,2024,Department of Defense-Military,Military Personnel,"Military Personnel, Air Force",57-3500,FY2021,2021,"57-3500 /21 - Military Personnel, Air Force",$11.8M,$14.8M,79.4%
Feb,2024,Department of Defense-Military,Procurement,"Procurement, Marine Corps",17-1109,FY2019-FY2021,2021,"17-1109 19/21 - Procurement, Marine Corps",$14.7M,$14.7M,100.0%
Feb,2024,Department of Defense-Military,Procurement,National Guard and Reserve Equipment Account,97-0350,FY2017-FY2019,2019,97-0350 17/19 - National Guard and Reserve Equipment Account,$10.8M,$14.6M,73.5%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Marine Corps",17-1108,FY2022,2022,"17-1108 /22 - Reserve Personnel, Marine Corps",$12.4M,$14.3M,87.0%
Feb,2024,Department of Defense-Military,Procurement,"Procurement, Marine Corps",17-1109,No Year,No Year,"17-1109 /X - Procurement, Marine Corps",$13.4M,$14.1M,95.0%
Feb,2024,Department of Defense-Military,Trust Funds,Department of the Air Force General Gift Fund,57-8928,No Year,No Year,57-8928 /X - Department of the Air Force General Gift Fund,$12.5M,$14.0M,89.2%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Army",21-0725,FY2019,2019,"21-0725 /19 - Family Housing Operation and Maintenance, Army",$13.8M,$13.8M,99.9%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air Force Reserve",57-3730,FY2018-FY2022,2022,"57-3730 18/22 - Military Construction, Air Force Reserve",$0.2M,$13.8M,1.6%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Navy Reserve",17-1235,FY2021-FY2025,2025,"17-1235 21/25 - Military Construction, Navy Reserve",$10.4M,$13.3M,78.4%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Support for International Sporting Competitions,97-0838,No Year,No Year,97-0838 /X - Support for International Sporting Competitions,$13.2M,$13.2M,99.8%
Feb,2024,Department of Defense-Military,Procurement,"Missile Procurement, Air Force",57-3020,FY2019-FY2021,2021,"57-3020 19/21 - Missile Procurement, Air Force",$13.2M,$13.2M,100.0%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Navy and Marine Corps",17-0735,FY2019,2019,"17-0735 /19 - Family Housing Operation and Maintenance, Navy and Marine Corps",$12.4M,$12.7M,97.7%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Office of the Inspector General,97-0107,FY2023,2023,97-0107 /23 - Office of the Inspector General,$3.0M,$12.6M,23.5%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Counter-Islamic State of Iraq and the Levant Train and Equip,21-2099,No Year,No Year,21-2099 /X - Counter-Islamic State of Iraq and the Levant Train and Equip,$12.6M,$12.6M,100.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Air Force",69-57-3400,FY2024,2024,"69-57-3400 /24 - Operation and Maintenance, Air Force",$11.8M,$12.1M,97.5%
Feb,2024,Department of Defense-Military,Procurement,"Missile Procurement, Air Force",57-3020,FY2020-FY2022,2022,"57-3020 20/22 - Missile Procurement, Air Force",$12.0M,$12.0M,100.0%
Feb,2024,Department of Defense-Military,"Research, Development, Test, and Evaluation","Research, Development, Test and Evaluation, Navy",17-1319,FY2023-FY2025,2025,"17-1319 23/25 - Research, Development, Test and Evaluation, Navy",$11.3M,$12.0M,94.3%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Air Force",57-3700,FY2021,2021,"57-3700 /21 - Reserve Personnel, Air Force",$11.3M,$11.7M,97.1%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Navy Reserve",17-1235,FY2018-FY2022,2022,"17-1235 18/22 - Military Construction, Navy Reserve",$11.4M,$11.6M,98.4%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Office of the Inspector General,97-0107,FY2021,2021,97-0107 /21 - Office of the Inspector General,$11.4M,$11.5M,99.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Emergency Response,97-4965,No Year,No Year,97-4965 /X - Emergency Response,$11.5M,$11.5M,100.0%
Feb,2024,Department of Defense-Military,Procurement,"Procurement of Ammunition, Navy and Marine Corps",17-1508,FY2021-FY2023,2023,"17-1508 21/23 - Procurement of Ammunition, Navy and Marine Corps",$11.5M,$11.5M,100.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Defense Health Program,97-0130,FY2022-FY2023,2023,97-0130 22/23 - Defense Health Program,$3.8M,$11.4M,33.3%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Army",21-0720,FY2021-FY2025,2025,"21-0720 21/25 - Family Housing Construction, Army",$9.8M,$11.3M,87.2%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Marine Corps Reserve",17-1107,FY2023,2023,"17-1107 /23 - Operation and Maintenance, Marine Corps Reserve",$4.7M,$11.3M,41.7%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Army",21-0725,FY2020,2020,"21-0725 /20 - Family Housing Operation and Maintenance, Army",$10.2M,$11.2M,90.9%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air Force Reserve",57-3730,FY2020-FY2024,2024,"57-3730 20/24 - Military Construction, Air Force Reserve",$6.2M,$11.2M,54.9%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Air Force",57-0745,FY2020-FY2021,2021,"57-0745 20/21 - Family Housing Operation and Maintenance, Air Force",$10.9M,$11.1M,97.9%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Army National Guard",21-2085,FY2016-FY2020,2020,"21-2085 16/20 - Military Construction, Army National Guard",$10.9M,$10.9M,99.8%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air National Guard",57-3830,FY2018-FY2022,2022,"57-3830 18/22 - Military Construction, Air National Guard",$9.8M,$10.8M,90.8%
Feb,2024,Department of Defense-Military,Procurement,"Shipbuilding and Conversion, Navy",17-1611,FY2009-FY2020,2020,"17-1611 09/20 - Shipbuilding and Conversion, Navy",$9.9M,$10.8M,91.4%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Navy Reserve",17-1235,FY2020-FY2024,2024,"17-1235 20/24 - Military Construction, Navy Reserve",$10.5M,$10.6M,99.5%
Feb,2024,Department of Defense-Military,Procurement,"Procurement, Marine Corps",17-1109,FY2021-FY2023,2023,"17-1109 21/23 - Procurement, Marine Corps",$10.4M,$10.5M,99.9%
Feb,2024,Department of Defense-Military,Procurement,"Other Procurement, Air Force",57-3080,No Year,No Year,"57-3080 /X - Other Procurement, Air Force",$7.7M,$10.4M,74.8%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Defense Health Program,97-0130,FY2018-FY2020,2020,97-0130 18/20 - Defense Health Program,$9.5M,$10.1M,94.8%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Overseas Contingency Operations Transfer Fund,97-0118,No Year,No Year,97-0118 /X - Overseas Contingency Operations Transfer Fund,$10.0M,$10.0M,100.0%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Navy",17-1405,FY2019,2019,"17-1405 /19 - Reserve Personnel, Navy",$9.7M,$9.9M,98.5%
Feb,2024,Department of Defense-Military,"Research, Development, Test, and Evaluation","Research, Development, Test and Evaluation, Navy",17-1319,FY2024-FY2026,2026,"17-1319 24/26 - Research, Development, Test and Evaluation, Navy",$9.5M,$9.5M,100.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Army Reserve",21-2080,No Year,No Year,"21-2080 /X - Operation and Maintenance, Army Reserve",$9.1M,$9.4M,96.5%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Air Force",57-0740,FY2019-FY2023,2023,"57-0740 19/23 - Family Housing Construction, Air Force",$9.3M,$9.3M,100.0%
Feb,2024,Department of Defense-Military,Military Personnel,"Reserve Personnel, Navy",17-1405,FY2020,2020,"17-1405 /20 - Reserve Personnel, Navy",$8.8M,$9.2M,96.2%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Army",21-0720,FY2018-FY2022,2022,"21-0720 18/22 - Family Housing Construction, Army",$7.1M,$9.1M,77.4%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Cooperative Threat Reduction Account,97-0134,FY2017-FY2019,2019,97-0134 17/19 - Cooperative Threat Reduction Account,$8.6M,$9.1M,95.5%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Navy and Marine Corps",17-0735,FY2022,2022,"17-0735 /22 - Family Housing Operation and Maintenance, Navy and Marine Corps",$8.3M,$8.7M,95.7%
Feb,2024,Department of Defense-Military,Trust Funds,Department of the Navy General Gift Fund,17-8716,No Year,No Year,17-8716 /X - Department of the Navy General Gift Fund,$8.7M,$8.7M,100.0%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air National Guard",57-3830,FY2022-FY2024,2024,"57-3830 22/24 - Military Construction, Air National Guard",$0.7M,$8.6M,8.7%
Feb,2024,Department of Defense-Military,Military Personnel,"National Guard Personnel, Air Force",57-3850,FY2021,2021,"57-3850 /21 - National Guard Personnel, Air Force",$6.8M,$8.4M,80.7%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Overseas Humanitarian, Disaster, and Civic Aid",97-0819,FY2019-FY2020,2020,"97-0819 19/20 - Overseas Humanitarian, Disaster, and Civic Aid",$4.8M,$8.4M,57.1%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Overseas Humanitarian, Disaster, and Civic Aid",97-0819,FY2020-FY2021,2021,"97-0819 20/21 - Overseas Humanitarian, Disaster, and Civic Aid",$7.1M,$8.4M,84.1%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Air National Guard",57-3840,No Year,No Year,"57-3840 /X - Operation and Maintenance, Air National Guard",$7.0M,$8.4M,82.7%
Feb,2024,Department of Defense-Military,Procurement,"Missile Procurement, Air Force",57-3020,FY2018-FY2020,2020,"57-3020 18/20 - Missile Procurement, Air Force",$6.6M,$8.3M,79.6%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Army",21-2050,FY2017-FY2021,2021,"21-2050 17/21 - Military Construction, Army",$5.6M,$8.2M,68.3%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Operation and Maintenance, Navy and Marine Corps",17-0735,FY2020,2020,"17-0735 /20 - Family Housing Operation and Maintenance, Navy and Marine Corps",$7.9M,$8.0M,98.5%
Feb,2024,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Marine Corps Reserve",17-1107,FY2019,2019,"17-1107 /19 - Operation and Maintenance, Marine Corps Reserve",$8.0M,$8.0M,100.0%
Feb,2024,Department of Defense-Military,Procurement,"Procurement, Defense-wide",97-0300,FY2021-FY2025,2025,"97-0300 21/25 - Procurement, Defense-wide",$5.4M,$8.0M,68.3%
Feb,2024,Department of Defense-Military,Military Personnel,"National Guard Personnel, Air Force",57-3850,FY2019,2019,"57-3850 /19 - National Guard Personnel, Air Force",$7.6M,$7.9M,95.7%
Feb,2024,Department of Defense-Military,Procurement,"Aircraft Procurement, Army",21-2031,FY2021-FY2023,2023,"21-2031 21/23 - Aircraft Procurement, Army",$6.6M,$7.9M,83.6%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Air Force",57-3300,FY2018-FY2022,2022,"57-3300 18/22 - Military Construction, Air Force",$0.0M,$7.8M,0.0%
Feb,2024,Department of Defense-Military,Operation and Maintenance,Defense Health Program,97-0130,No Year,No Year,97-0130 /X - Defense Health Program,$6.5M,$7.8M,83.4%
Feb,2024,Department of Defense-Military,Procurement,"Procurement of Ammunition, Army",21-2034,FY2021-FY2023,2023,"21-2034 21/23 - Procurement of Ammunition, Army",$7.3M,$7.8M,94.2%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Navy Reserve",17-1235,FY2019-FY2023,2023,"17-1235 19/23 - Military Construction, Navy Reserve",$6.7M,$7.7M,87.3%
Feb,2024,Department of Defense-Military,Procurement,"Missile Procurement, Air Force",57-3020,FY2017-FY2019,2019,"57-3020 17/19 - Missile Procurement, Air Force",$7.6M,$7.6M,100.0%
Feb,2024,Department of Defense-Military,Family Housing,"Family Housing Construction, Navy and Marine Corps",17-0730,FY2021-FY2025,2025,"17-0730 21/25 - Family Housing Construction, Navy and Marine Corps",$6.1M,$7.5M,81.6%
Feb,2024,Department of Defense-Military,Military Construction,"Military Construction, Navy",17-1205,FY2021-FY2023,2023,"17-1205 21/23 - Military Construction, Navy",$7.5M,$7.5M,100.0%
Feb,2024,Department of Defense-Military,Procurement,"Procurement of Ammunition, Navy and Marine Corps",17-1508,FY2018-FY2020,2020,"17-1508 18/20 - Procurement of Ammunition, Navy and Marine Corps",$7.5M,$7.5M,100.0%
Feb,2024,Department of Defense-Military,Procurement,"Missile Procurement, Air Force",57-3020,FY2021-FY2023,2023,"57-3020 21/23 - Missile Procurement, Air Force",$7.1M,$7.5M,94.4%
Feb,2024,Department of Defense-Military,Revolving and Management Funds,National Defense Sealift Fund,17-4557,FY2023-FY2028,2028,17-4557 23/28 - National Defense Sealift Fund,$5.7M,$7.5M,76.3%
Feb,2024,Department of Defense-Military,Trust Funds,Department of Defense General Gift Fund,97-8163,No Year,No Year,97-8163 /X - Department of Defense General Gift Fund,$7.2M,$7.5M,95.5%
