Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Jan,2023,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2017-FY2018,2018,"12-3510 17/18 - Special Supplemental Nutrition Program for Women, Infants, and C",$5.6M,$5.6M,100.0%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,Native American Institutions Endowment Fund,12-5205,No Year,No Year,12-5205 /X - Native American Institutions Endowment Fund,$5.4M,$5.5M,98.2%
Jan,2023,Department of Agriculture,Forest Service,National Forest System,12-1106,FY2018-FY2021,2021,12-1106 18/21 - National Forest System,$5.4M,$5.4M,99.9%
Jan,2023,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2018,2018,12-0600 /18 - Salaries and Expenses,$4.6M,$5.3M,86.8%
Jan,2023,Department of Agriculture,Executive Operations,Office of Budget and Program Analysis,12-0503,FY2023,2023,12-0503 /23 - Office of Budget and Program Analysis,$1.6M,$5.2M,29.8%
Jan,2023,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2022,2022,12-3700 /22 - Salaries and Expenses,$3.6M,$5.2M,70.3%
Jan,2023,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Water Disposal Guaranteed Loans Financing,12-4218,No Year,No Year,12-4218 /X - Rural Water and Waste Water Disposal Guaranteed Loans Financing,$5.2M,$5.2M,100.0%
Jan,2023,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2019,2019,12-1600 /19 - Salaries and Expenses,$5.0M,$5.1M,98.9%
Jan,2023,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2021,2021,12-2500 /21 - Marketing Services,$5.0M,$5.0M,98.7%
Jan,2023,Department of Agriculture,Executive Operations,"Office of Safety, Security, and Protection",12-0470,FY2022,2022,"12-0470 /22 - Office of Safety, Security, and Protection",$0.8M,$5.0M,15.1%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2023,2023,12-1004 /23 - Farm Security and Rural Investment Programs,$4.9M,$5.0M,98.0%
Jan,2023,Department of Agriculture,Office of the Secretary,"Office of the Under Secretary for Research, Education and Econom",12-0124,FY2023,2023,"12-0124 /23 - Office of the Under Secretary for Research, Education and Econom",$3.4M,$5.0M,67.7%
Jan,2023,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2018,2018,12-0403 /18 - Salaries and Expenses,$5.0M,$5.0M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Fund,72-12-4336,No Year,No Year,72-12-4336 /X - Commodity Credit Corporation Fund,$4.9M,$4.9M,100.0%
Jan,2023,Department of Agriculture,Forest Service,Midewin National Tallgrass Prairie Rental Fees,12-5277,No Year,No Year,12-5277 /X - Midewin National Tallgrass Prairie Rental Fees,$4.8M,$4.9M,98.1%
Jan,2023,Department of Agriculture,Office of Inspector General,"Inspector General, Assets Forfeiture, Department of Justice",12-5410,No Year,No Year,"12-5410 /X - Inspector General, Assets Forfeiture, Department of Justice",$3.7M,$4.9M,75.0%
Jan,2023,Department of Agriculture,Forest Service,Wildland Fire Management,12-1115,FY2019-FY2022,2022,12-1115 19/22 - Wildland Fire Management,$4.7M,$4.7M,99.6%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2022-FY2023,2023,12-1500 22/23 - Research and Education Activities,$0.0M,$4.7M,0.3%
Jan,2023,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2022,2022,12-1140 /22 - Agricultural Credit Insurance Fund Program Account,$4.5M,$4.5M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,USDA Supplemental Assistance,12-2701,No Year,No Year,12-2701 /X - USDA Supplemental Assistance,$4.5M,$4.5M,100.0%
Jan,2023,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2019,2019,12-0403 /19 - Salaries and Expenses,$4.5M,$4.5M,98.5%
Jan,2023,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2022,2022,12-0900 /22 - Office of Inspector General,$3.0M,$4.4M,69.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Healthy Foods Financing Initiative,12-0015,No Year,No Year,12-0015 /X - Healthy Foods Financing Initiative,$4.4M,$4.4M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2017,2017,12-2081 /17 - Rural Housing Insurance Fund Program Account,$4.4M,$4.4M,100.0%
Jan,2023,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,FY2018,2018,12-1400 /18 - Salaries and Expenses,$4.2M,$4.3M,99.0%
Jan,2023,Department of Agriculture,Office of the Secretary,Office of the Secretary,12-0115,FY2019,2019,12-0115 /19 - Office of the Secretary,$4.2M,$4.3M,98.2%
Jan,2023,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2018,2018,12-3508 /18 - Nutrition Programs Administration,$4.2M,$4.2M,100.0%
Jan,2023,Department of Agriculture,Office of Inspector General,"Inspector General, Assets Forfeiture, Department of the Treasur",12-5411,No Year,No Year,"12-5411 /X - Inspector General, Assets Forfeiture, Department of the Treasur",$3.9M,$4.2M,93.4%
Jan,2023,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2019-FY2020,2020,"12-3510 19/20 - Special Supplemental Nutrition Program for Women, Infants, and C",$4.1M,$4.1M,100.0%
Jan,2023,Department of Agriculture,Forest Service,Licensee Programs,12-5214,No Year,No Year,12-5214 /X - Licensee Programs,$4.1M,$4.1M,98.6%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2020,2020,12-1500 /20 - Research and Education Activities,$4.1M,$4.1M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Renewable Energy Program Account,12-1908,FY2023,2023,12-1908 /23 - Renewable Energy Program Account,$4.0M,$4.1M,99.0%
Jan,2023,Department of Agriculture,Farm Production and Conservation,Farm Production and Conservation Business Center,12-0180,FY2019,2019,12-0180 /19 - Farm Production and Conservation Business Center,$4.0M,$4.0M,99.9%
Jan,2023,Department of Agriculture,Farm Production and Conservation,Farm Production and Conservation Business Center,12-0180,FY2020,2020,12-0180 /20 - Farm Production and Conservation Business Center,$4.0M,$4.0M,100.0%
Jan,2023,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2019,2019,12-3508 /19 - Nutrition Programs Administration,$4.0M,$4.0M,99.9%
Jan,2023,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,12-2278,FY2021-FY2022,2022,12-2278 21/22 - Food for Peace Title II Grants,$2.9M,$4.0M,72.5%
Jan,2023,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2017-FY2019,2019,12-1230 17/19 - Rural Electrification and Telecommunications Loans Program Accou,$4.0M,$4.0M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Cooperative Development Grants,12-1900,FY2023,2023,12-1900 /23 - Rural Cooperative Development Grants,$3.9M,$3.9M,100.0%
Jan,2023,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2020,2020,12-0900 /20 - Office of Inspector General,$3.8M,$3.8M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2016,2016,12-2081 /16 - Rural Housing Insurance Fund Program Account,$3.8M,$3.8M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2020,2020,12-2081 /20 - Rural Housing Insurance Fund Program Account,$3.8M,$3.8M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Loans Program Account,12-1336,No Year,No Year,12-1336 /X - Commodity Credit Corporation Export Loans Program Account,$3.4M,$3.7M,91.7%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,Biomass Research and Development,12-1003,No Year,No Year,12-1003 /X - Biomass Research and Development,$3.7M,$3.7M,100.0%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2019,2019,12-1500 /19 - Research and Education Activities,$3.7M,$3.7M,100.0%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2020-FY2021,2021,12-1000 20/21 - Conservation Operations,$3.6M,$3.7M,98.9%
Jan,2023,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2020,2020,12-1701 /20 - Economic Research Service,$3.4M,$3.5M,99.6%
Jan,2023,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,FY2019-FY2022,2022,12-1103 19/22 - Capital Improvement and Maintenance,$3.4M,$3.5M,96.4%
Jan,2023,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2019,2019,12-2081 /19 - Rural Housing Insurance Fund Program Account,$3.4M,$3.4M,100.0%
Jan,2023,Department of Agriculture,Forest Service,National Forest System,12-1106,FY2017-FY2020,2020,12-1106 17/20 - National Forest System,$3.3M,$3.3M,99.6%
Jan,2023,Department of Agriculture,Office of the Secretary,Office of the Secretary,12-0115,FY2018,2018,12-0115 /18 - Office of the Secretary,$3.3M,$3.3M,99.0%
Jan,2023,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2018,2018,12-1600 /18 - Salaries and Expenses,$3.2M,$3.2M,98.7%
Jan,2023,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2019-FY2020,2020,12-3507 19/20 - Commodity Assistance Program,$3.2M,$3.2M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2021,2021,12-2081 /21 - Rural Housing Insurance Fund Program Account,$3.2M,$3.2M,100.0%
Jan,2023,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2021,2021,12-0900 /21 - Office of Inspector General,$3.1M,$3.1M,98.5%
Jan,2023,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2022,2022,12-0403 /22 - Salaries and Expenses,$3.0M,$3.1M,96.4%
Jan,2023,Department of Agriculture,Forest Service,Forest and Rangeland Research,12-1104,FY2020-FY2023,2023,12-1104 20/23 - Forest and Rangeland Research,$2.6M,$3.0M,84.9%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Water Bank Program,12-3320,No Year,No Year,12-3320 /X - Water Bank Program,$3.0M,$3.0M,97.9%
Jan,2023,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2022-FY2023,2023,12-1600 22/23 - Salaries and Expenses,$2.8M,$2.8M,99.9%
Jan,2023,Department of Agriculture,Executive Operations,Office of the Chief Financial Officer,12-0014,FY2023,2023,12-0014 /23 - Office of the Chief Financial Officer,$1.0M,$2.8M,35.2%
Jan,2023,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2018-FY2019,2019,12-3507 18/19 - Commodity Assistance Program,$2.7M,$2.8M,95.7%
Jan,2023,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2020,2020,12-0403 /20 - Salaries and Expenses,$2.8M,$2.8M,99.4%
Jan,2023,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2020,2020,12-1230 /20 - Rural Electrification and Telecommunications Loans Program Accou,$2.8M,$2.8M,100.0%
Jan,2023,Department of Agriculture,Executive Operations,"Office of Safety, Security, and Protection",12-0470,FY2021,2021,"12-0470 /21 - Office of Safety, Security, and Protection",$0.5M,$2.7M,18.2%
Jan,2023,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2017-FY2018,2018,12-3507 17/18 - Commodity Assistance Program,$2.7M,$2.7M,100.0%
Jan,2023,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2021-FY2022,2022,12-3507 21/22 - Commodity Assistance Program,$2.6M,$2.7M,96.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Microenterprise Investment Program Account,12-1955,FY2020,2020,12-1955 /20 - Rural Microenterprise Investment Program Account,$2.6M,$2.6M,100.0%
Jan,2023,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2021,2021,12-1701 /21 - Economic Research Service,$2.5M,$2.5M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,Agriculture Credit Insurance Fund Direct Loan Financing Account,12-4284,No Year,No Year,12-4284 /X - Agriculture Credit Insurance Fund Direct Loan Financing Account,$2.4M,$2.5M,97.1%
Jan,2023,Department of Agriculture,Foreign Agricultural Service,Miscellaneous Contributed Funds,12-8232,No Year,No Year,12-8232 /X - Miscellaneous Contributed Funds,$2.4M,$2.4M,100.0%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2020,2020,12-0502 /20 - Extension Activities,$2.4M,$2.4M,100.0%
Jan,2023,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2018,2018,12-0900 /18 - Office of Inspector General,$2.4M,$2.4M,100.0%
Jan,2023,Department of Agriculture,Executive Operations,Office of Civil Rights,12-3800,FY2022,2022,12-3800 /22 - Office of Civil Rights,$2.3M,$2.3M,98.3%
Jan,2023,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2021,2021,12-1140 /21 - Agricultural Credit Insurance Fund Program Account,$2.3M,$2.3M,100.0%
Jan,2023,Department of Agriculture,Agricultural Marketing Service,"Wool Research, Development, and Promotion Trust Fund",12-8100,No Year,No Year,"12-8100 /X - Wool Research, Development, and Promotion Trust Fund",$2.2M,$2.2M,100.0%
Jan,2023,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2018,2018,12-3700 /18 - Salaries and Expenses,$2.2M,$2.2M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2018,2018,12-2081 /18 - Rural Housing Insurance Fund Program Account,$2.2M,$2.2M,100.0%
Jan,2023,Department of Agriculture,Executive Operations,Office of the Chief Information Officer,12-0013,FY2021,2021,12-0013 /21 - Office of the Chief Information Officer,$2.1M,$2.1M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,State Mediation Grants,12-0170,FY2021,2021,12-0170 /21 - State Mediation Grants,$2.1M,$2.1M,100.0%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2019-FY2023,2023,12-1004 19/23 - Farm Security and Rural Investment Programs,$2.0M,$2.1M,96.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Business Investment Program Account,12-1907,No Year,No Year,12-1907 /X - Rural Business Investment Program Account,$2.1M,$2.1M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Loans Program Account,12-1336,FY2023,2023,12-1336 /23 - Commodity Credit Corporation Export Loans Program Account,$0.7M,$2.0M,36.3%
Jan,2023,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,FY2018-FY2021,2021,12-1103 18/21 - Capital Improvement and Maintenance,$2.0M,$2.0M,100.0%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2019,2019,12-0502 /19 - Extension Activities,$2.0M,$2.0M,100.0%
Jan,2023,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2020,2020,12-2707 /20 - Administrative and Operating Expenses,$2.0M,$2.0M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Development Loan Fund Program Account,12-2069,FY2023,2023,12-2069 /23 - Rural Development Loan Fund Program Account,$0.3M,$2.0M,12.7%
Jan,2023,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2022-FY2025,2025,12-0900 22/25 - Office of Inspector General,$1.9M,$1.9M,98.8%
Jan,2023,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2023-FY2026,2026,12-0900 23/26 - Office of Inspector General,$1.9M,$1.9M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,State Mediation Grants,12-0170,FY2022,2022,12-0170 /22 - State Mediation Grants,$1.8M,$1.8M,100.0%
Jan,2023,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2020-FY2021,2021,12-2900 20/21 - Salaries and Expenses,$1.8M,$1.8M,100.0%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,FY2015,2015,"12-1502 /15 - Integrated Research, Education, and Extension Competitive Grants",$1.8M,$1.8M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Business Investment Program Guarantee Financing Account,12-4033,No Year,No Year,12-4033 /X - Rural Business Investment Program Guarantee Financing Account,$1.8M,$1.8M,99.1%
Jan,2023,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2016,2016,12-0137 /16 - Rental Assistance Program,$1.8M,$1.8M,100.0%
Jan,2023,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2021,2021,12-1230 /21 - Rural Electrification and Telecommunications Loans Program Accou,$1.8M,$1.8M,100.0%
Jan,2023,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2020,2020,12-3507 /20 - Commodity Assistance Program,$1.7M,$1.7M,100.0%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,FY2022-FY2023,2023,"12-1502 22/23 - Integrated Research, Education, and Extension Competitive Grants",$1.6M,$1.7M,94.9%
Jan,2023,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2012,2012,12-0137 /12 - Rental Assistance Program,$1.7M,$1.7M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2017,2017,12-0137 /17 - Rental Assistance Program,$1.6M,$1.6M,100.0%
Jan,2023,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2022,2022,12-1701 /22 - Economic Research Service,$0.2M,$1.5M,15.8%
Jan,2023,Department of Agriculture,Executive Operations,Office of Civil Rights,12-3800,FY2020,2020,12-3800 /20 - Office of Civil Rights,$1.5M,$1.5M,99.8%
Jan,2023,Department of Agriculture,Executive Operations,Office of Ethics,12-0136,FY2023,2023,12-0136 /23 - Office of Ethics,$0.2M,$1.5M,10.2%
Jan,2023,Department of Agriculture,Farm Service Agency,State Mediation Grants,12-0170,FY2023,2023,12-0170 /23 - State Mediation Grants,$0.4M,$1.5M,26.4%
Jan,2023,Department of Agriculture,Office of the Secretary,Codex Alimentarius,12-0177,FY2023,2023,12-0177 /23 - Codex Alimentarius,$0.7M,$1.5M,48.9%
Jan,2023,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2019,2019,12-2707 /19 - Administrative and Operating Expenses,$1.5M,$1.5M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2014,2014,12-2081 /14 - Rural Housing Insurance Fund Program Account,$1.5M,$1.5M,100.0%
Jan,2023,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2020-FY2023,2023,12-1600 20/23 - Salaries and Expenses,$1.2M,$1.4M,83.9%
Jan,2023,Department of Agriculture,Executive Operations,Office of the Chief Information Officer,12-0013,FY2020,2020,12-0013 /20 - Office of the Chief Information Officer,$1.4M,$1.4M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Microenterprise Investment Program Account,12-1955,FY2023,2023,12-1955 /23 - Rural Microenterprise Investment Program Account,$1.4M,$1.4M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2011,2011,12-0137 /11 - Rental Assistance Program,$1.4M,$1.4M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2015,2015,12-0137 /15 - Rental Assistance Program,$1.4M,$1.4M,100.0%
Jan,2023,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2019,2019,12-1701 /19 - Economic Research Service,$1.3M,$1.3M,100.0%
Jan,2023,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2018,2018,12-1140 /18 - Agricultural Credit Insurance Fund Program Account,$1.3M,$1.3M,100.0%
Jan,2023,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,FY2018-FY2021,2021,12-1105 18/21 - State and Private Forestry,$1.3M,$1.3M,99.1%
Jan,2023,Department of Agriculture,Forest Service,Range Betterment Fund,12-5207,FY2022-FY2025,2025,12-5207 22/25 - Range Betterment Fund,$1.2M,$1.3M,96.4%
Jan,2023,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,FY2017,2017,"12-1502 /17 - Integrated Research, Education, and Extension Competitive Grants",$1.3M,$1.3M,100.0%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,FY2019,2019,12-1072 /19 - Watershed and Flood Prevention Operations,$1.3M,$1.3M,100.0%
Jan,2023,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2019,2019,12-0900 /19 - Office of Inspector General,$1.3M,$1.3M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2013,2013,12-0137 /13 - Rental Assistance Program,$1.3M,$1.3M,100.0%
Jan,2023,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2014,2014,12-0137 /14 - Rental Assistance Program,$1.3M,$1.3M,100.0%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2018,2018,12-1004 /18 - Farm Security and Rural Investment Programs,$1.2M,$1.2M,99.7%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,FY2020,2020,12-1072 /20 - Watershed and Flood Prevention Operations,$1.2M,$1.2M,100.0%
Jan,2023,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2017-FY2018,2018,12-2900 17/18 - Salaries and Expenses,$1.1M,$1.1M,100.0%
Jan,2023,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,FY2017-FY2020,2020,12-1105 17/20 - State and Private Forestry,$1.1M,$1.1M,99.9%
Jan,2023,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2021,2021,12-2707 /21 - Administrative and Operating Expenses,$1.1M,$1.1M,99.5%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Development Loan Fund Program Account,12-2069,FY2017,2017,12-2069 /17 - Rural Development Loan Fund Program Account,$1.1M,$1.1M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Alternative Agricultural Research and Commercialization Corporat,12-4144,No Year,No Year,12-4144 /X - Alternative Agricultural Research and Commercialization Corporat,$1.1M,$1.1M,100.0%
Jan,2023,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2017,2017,12-1230 /17 - Rural Electrification and Telecommunications Loans Program Accou,$1.1M,$1.1M,100.0%
Jan,2023,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,FY2020-FY2021,2021,12-1103 20/21 - Capital Improvement and Maintenance,$1.0M,$1.0M,100.0%
Jan,2023,Department of Agriculture,Forest Service,National Forest System,12-1106,FY2020-FY2021,2021,12-1106 20/21 - National Forest System,$1.0M,$1.0M,100.0%
Jan,2023,Department of Agriculture,Forest Service,Forest Service Operations,12-1122,FY2020-FY2023,2023,12-1122 20/23 - Forest Service Operations,$0.8M,$1.0M,75.4%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2020,2020,12-1004 /20 - Farm Security and Rural Investment Programs,$1.0M,$1.0M,99.6%
Jan,2023,Department of Agriculture,Office of the Secretary,Outreach for Socially Disadvantaged Farmers,12-0601,No Year,No Year,12-0601 /X - Outreach for Socially Disadvantaged Farmers,$1.0M,$1.0M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Microenterprise Investment Program Account,12-1955,No Year,No Year,12-1955 /X - Rural Microenterprise Investment Program Account,$1.0M,$1.0M,97.4%
Jan,2023,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2022-FY2023,2023,12-2500 22/23 - Marketing Services,$0.7M,$0.9M,71.0%
Jan,2023,Department of Agriculture,Agricultural Research Service,"Concessions, Fees, and Voluntary Services",12-5279,No Year,No Year,"12-5279 /X - Concessions, Fees, and Voluntary Services",$0.9M,$0.9M,99.9%
Jan,2023,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2018-FY2019,2019,12-1600 18/19 - Salaries and Expenses,$0.9M,$0.9M,100.0%
Jan,2023,Department of Agriculture,Executive Operations,Office of the Chief Information Officer,12-0013,FY2022,2022,12-0013 /22 - Office of the Chief Information Officer,$0.6M,$0.9M,64.1%
Jan,2023,Department of Agriculture,Farm Service Agency,Dairy Indemnity Program,12-3314,No Year,No Year,12-3314 /X - Dairy Indemnity Program,$0.8M,$0.9M,85.3%
Jan,2023,Department of Agriculture,Foreign Agricultural Service,Public Law 480 Title I Program Account,12-2277,No Year,No Year,12-2277 /X - Public Law 480 Title I Program Account,$0.9M,$0.9M,100.0%
Jan,2023,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,FY2019-FY2022,2022,12-1105 19/22 - State and Private Forestry,$0.8M,$0.9M,89.3%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2015,2015,12-1004 /15 - Farm Security and Rural Investment Programs,$0.9M,$0.9M,100.0%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2019,2019,12-1004 /19 - Farm Security and Rural Investment Programs,$0.9M,$0.9M,99.9%
Jan,2023,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2022,2022,12-1004 /22 - Farm Security and Rural Investment Programs,$0.8M,$0.9M,96.2%
Jan,2023,Department of Agriculture,Office of the Secretary,"Office of the Under Secretary for Research, Education and Econom",12-0124,FY2019,2019,"12-0124 /19 - Office of the Under Secretary for Research, Education and Econom",$0.9M,$0.9M,100.0%
Jan,2023,Department of Agriculture,Office of the Secretary,"Office of the Under Secretary for Research, Education and Econom",12-0124,FY2021,2021,"12-0124 /21 - Office of the Under Secretary for Research, Education and Econom",$0.9M,$0.9M,90.4%
Jan,2023,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2018,2018,12-2707 /18 - Administrative and Operating Expenses,$0.9M,$0.9M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Business Program Account,12-1902,FY2020-FY2021,2021,12-1902 20/21 - Rural Business Program Account,$0.9M,$0.9M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Development Loan Fund Program Account,12-2069,FY2016,2016,12-2069 /16 - Rural Development Loan Fund Program Account,$0.9M,$0.9M,100.0%
Jan,2023,Department of Agriculture,Rural Business-Cooperative Service,Rural Development Loan Fund Program Account,12-2069,FY2020,2020,12-2069 /20 - Rural Development Loan Fund Program Account,$0.9M,$0.9M,100.0%
