Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Feb,2013,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Army",69-21-2020,No Year,No Year,"69-21-2020 /X - Operation and Maintenance, Army",$0.3M,$0.3M,100.0%
Feb,2013,Department of Defense-Military,"Research, Development, Test, and Evaluation","Research, Development, Test and Evaluation, Navy",17-1319,No Year,No Year,"17-1319 /X - Research, Development, Test and Evaluation, Navy",$0.3M,$0.3M,100.0%
Feb,2013,Department of Defense-Military,Military Construction,"Military Construction, Army, Recovery Act",21-2051,FY2009-FY2013,2013,"21-2051 09/13 - Military Construction, Army, Recovery Act",$0.0M,$0.2M,0.0%
Feb,2013,Department of Defense-Military,Family Housing,"Family Housing Construction, Army, Recovery Act",21-0721,FY2009-FY2013,2013,"21-0721 09/13 - Family Housing Construction, Army, Recovery Act",$0.0M,$0.1M,0.0%
Feb,2013,Department of Defense-Military,Military Construction,Ford Island Improvement Account,17-5562,No Year,No Year,17-5562 /X - Ford Island Improvement Account,$0.1M,$0.1M,100.0%
Feb,2013,Department of Defense-Military,Military Construction,"Military Construction, Navy",69-17-1205,FY2009-FY2013,2013,"69-17-1205 09/13 - Military Construction, Navy",$0.1M,$0.1M,100.0%
Feb,2013,Department of Defense-Military,Military Construction,"Military Construction, Army",69-21-2050,FY2009-FY2013,2013,"69-21-2050 09/13 - Military Construction, Army",$0.1M,$0.1M,100.0%
Feb,2013,Department of Defense-Military,Operation and Maintenance,"Operation and Maintenance, Marine Corps",17-1106,No Year,No Year,"17-1106 /X - Operation and Maintenance, Marine Corps",$0.1M,$0.1M,100.0%
Feb,2013,Department of Defense-Military,Operation and Maintenance,"National Science Center, Army",21-5286,No Year,No Year,"21-5286 /X - National Science Center, Army",$0.1M,$0.1M,100.0%
Feb,2013,Department of Defense-Military,Procurement,"Chemical Agents and Munitions Destruction, Defense",97-0390,FY2011-FY2013,2013,"97-0390 11/13 - Chemical Agents and Munitions Destruction, Defense",$0.0M,$0.1M,0.0%
Feb,2013,Department of Defense-Military,"Research, Development, Test, and Evaluation","Tanker Replacement Transfer Fund, Air Force",57-3024,No Year,No Year,"57-3024 /X - Tanker Replacement Transfer Fund, Air Force",$0.1M,$0.1M,100.0%
Feb,2013,Department of Defense-Military,Family Housing,Military Unaccompanied Housing Improvement Fund,97-0836,No Year,No Year,97-0836 /X - Military Unaccompanied Housing Improvement Fund,$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Military Construction,"Military Construction, Army",21-2050,No Year,No Year,"21-2050 /X - Military Construction, Army",$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Military Construction,"Military Construction, Army",69-21-2050,FY2011-FY2015,2015,"69-21-2050 11/15 - Military Construction, Army",$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Military Construction,"Military Construction, Army National Guard, Recovery Act",21-2094,FY2009-FY2013,2013,"21-2094 09/13 - Military Construction, Army National Guard, Recovery Act",$0.0M,$0.0M,0.0%
Feb,2013,Department of Defense-Military,Operation and Maintenance,"Payment to Kaho'olawe Island Conveyance, Remediation, and Enviro",17-1236,No Year,No Year,"17-1236 /X - Payment to Kaho'olawe Island Conveyance, Remediation, and Enviro",$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Operation and Maintenance,"Kaho' Olawe Island Conveyance, Remediation, and Environmental Re",17-5185,No Year,No Year,"17-5185 /X - Kaho' Olawe Island Conveyance, Remediation, and Environmental Re",$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Procurement,"Shipbuilding and Conversion, Navy",17-1611,FY2013,2013,"17-1611 /13 - Shipbuilding and Conversion, Navy",$-31.9M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Procurement,"Procurement of Ammunition, Army",12-21-2034,FY2011-FY2013,2013,"12-21-2034 11/13 - Procurement of Ammunition, Army",$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Procurement,"Procurement of Ammunition, Army",12-21-2034,FY2012-FY2014,2014,"12-21-2034 12/14 - Procurement of Ammunition, Army",$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Trust Funds,Department of Defense General Gift Fund,97-8163,No Year,No Year,97-8163 /X - Department of Defense General Gift Fund,$0.0M,$0.0M,100.0%
Feb,2013,Department of Defense-Military,Trust Funds,"Bequest of Major General Fred C. Ainsworth, Library, Walter Reed",21-8063,No Year,No Year,"21-8063 /X - Bequest of Major General Fred C. Ainsworth, Library, Walter Reed",$0.0M,$0.0M,100.0%
Feb,2013,Department of Education,Office of Federal Student Aid,Federal Direct Student Loan Program Financing Account,91-4253,No Year,No Year,91-4253 /X - Federal Direct Student Loan Program Financing Account,"$170,076.2M","$221,625.9M",76.7%
Feb,2013,Department of Education,Office of Federal Student Aid,Federal Family Education Loan Program Financing Account,91-4251,No Year,No Year,91-4251 /X - Federal Family Education Loan Program Financing Account,"$22,189.7M","$26,926.9M",82.4%
Feb,2013,Department of Education,Office of Federal Student Aid,Student Financial Assistance,91-0200,FY2013-FY2014,2014,91-0200 13/14 - Student Financial Assistance,"$14,481.2M","$14,481.2M",100.0%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Education for the Disadvantaged,91-0900,FY2013,2013,91-0900 /13 - Education for the Disadvantaged,$6.0M,"$10,842.1M",0.1%
Feb,2013,Department of Education,Office of Special Education and Rehabilitative Services,Special Education,91-0300,FY2013,2013,91-0300 /13 - Special Education,$39.6M,"$9,284.6M",0.4%
Feb,2013,Department of Education,Office of Federal Student Aid,Student Financial Assistance,91-0200,FY2012-FY2013,2013,91-0200 12/13 - Student Financial Assistance,"$8,727.2M","$8,749.0M",99.8%
Feb,2013,Department of Education,Office of Federal Student Aid,Temporary Student Loan Purchase Authority Financing Account,91-4453,No Year,No Year,91-4453 /X - Temporary Student Loan Purchase Authority Financing Account,"$2,817.0M","$2,821.1M",99.9%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,School Improvement Programs,91-1000,FY2013,2013,91-1000 /13 - School Improvement Programs,$0.5M,"$1,681.9M",0.0%
Feb,2013,Department of Education,Office of Federal Student Aid,Temporary Student Loan Purchase Authority Standard Put Financing,91-4449,No Year,No Year,91-4449 /X - Temporary Student Loan Purchase Authority Standard Put Financing,"$1,654.6M","$1,660.8M",99.6%
Feb,2013,Department of Education,Office of Special Education and Rehabilitative Services,Rehabilitation Services and Disability Research,91-0301,FY2013,2013,91-0301 /13 - Rehabilitation Services and Disability Research,$70.6M,"$1,635.7M",4.3%
Feb,2013,Department of Education,Office of Federal Student Aid,Federal Student Loan Reserve Fund,91-4257,No Year,No Year,91-4257 /X - Federal Student Loan Reserve Fund,"$1,306.5M","$1,306.5M",100.0%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Impact Aid,91-0102,FY2013,2013,91-0102 /13 - Impact Aid,$34.9M,$896.6M,3.9%
Feb,2013,Department of Education,Office of Vocational and Adult Education,"Career, Technical and Adult Education",91-0400,FY2013,2013,"91-0400 /13 - Career, Technical and Adult Education",$16.8M,$791.0M,2.1%
Feb,2013,Department of Education,Office of Innovation and Improvement,Innovation and Improvement,91-0204,FY2012-FY2013,2013,91-0204 12/13 - Innovation and Improvement,$2.2M,$686.0M,0.3%
Feb,2013,Department of Education,Office of Postsecondary Education,Higher Education,91-0201,FY2013,2013,91-0201 /13 - Higher Education,$588.8M,$589.0M,99.9%
Feb,2013,Department of Education,Office of Postsecondary Education,Historically Black College and University Capital Financing Dire,91-4255,No Year,No Year,91-4255 /X - Historically Black College and University Capital Financing Dire,$533.4M,$556.7M,95.8%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Education for the Disadvantaged,91-0900,FY2012-FY2013,2013,91-0900 12/13 - Education for the Disadvantaged,$540.4M,$548.9M,98.4%
Feb,2013,Department of Education,Office of Federal Student Aid,Student Aid Administration,91-0202,FY2013-FY2014,2014,91-0202 13/14 - Student Aid Administration,$163.2M,$370.9M,44.0%
Feb,2013,Department of Education,Office of Federal Student Aid,Student Aid Administration,91-0202,FY2013,2013,91-0202 /13 - Student Aid Administration,$198.1M,$318.3M,62.2%
Feb,2013,Department of Education,Office of Federal Student Aid,TEACH Grant Financing Account,91-4290,No Year,No Year,91-4290 /X - TEACH Grant Financing Account,$184.6M,$218.1M,84.7%
Feb,2013,Department of Education,Departmental Management,Program Administration,91-0800,FY2013,2013,91-0800 /13 - Program Administration,$37.6M,$203.7M,18.5%
Feb,2013,Department of Education,Institute of Education Sciences,Institute of Education Sciences,91-1100,FY2013-FY2014,2014,91-1100 13/14 - Institute of Education Sciences,$113.1M,$184.1M,61.4%
Feb,2013,Department of Education,Office of Federal Student Aid,Temporary Student Loan Purchase Authority Conduit Financing Acct,91-4459,No Year,No Year,91-4459 /X - Temporary Student Loan Purchase Authority Conduit Financing Acct,$141.5M,$146.2M,96.8%
Feb,2013,Department of Education,Office of Federal Student Aid,Federal Family Education Loan Liquidating Account,91-0230,No Year,No Year,91-0230 /X - Federal Family Education Loan Liquidating Account,$83.9M,$106.2M,79.0%
Feb,2013,Department of Education,Office of Postsecondary Education,Howard University,91-0603,FY2013,2013,91-0603 /13 - Howard University,$0.0M,$104.2M,0.0%
Feb,2013,Department of Education,Office of Special Education and Rehabilitative Services,Special Education,91-0300,FY2012-FY2013,2013,91-0300 12/13 - Special Education,$25.1M,$103.2M,24.3%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,School Improvement Programs,91-1000,FY2012-FY2013,2013,91-1000 12/13 - School Improvement Programs,$64.4M,$77.7M,82.9%
Feb,2013,Department of Education,Office of Federal Student Aid,Student Aid Administration,91-0202,FY2012-FY2013,2013,91-0202 12/13 - Student Aid Administration,$6.6M,$73.5M,9.0%
Feb,2013,Department of Education,Institute of Education Sciences,Institute of Education Sciences,91-1100,FY2012-FY2013,2013,91-1100 12/13 - Institute of Education Sciences,$47.6M,$69.3M,68.7%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Safe Schools and Citizenship Education,91-0203,FY2012-FY2013,2013,91-0203 12/13 - Safe Schools and Citizenship Education,$0.0M,$58.2M,0.0%
Feb,2013,Department of Education,Office of Special Education and Rehabilitative Services,Gallaudet University,91-0602,FY2013,2013,91-0602 /13 - Gallaudet University,$0.0M,$54.5M,0.0%
Feb,2013,Department of Education,Departmental Management,Office for Civil Rights,91-0700,FY2013,2013,91-0700 /13 - Office for Civil Rights,$7.5M,$47.3M,15.8%
Feb,2013,Department of Education,Office of Innovation and Improvement,Innovation and Improvement,91-0204,FY2013,2013,91-0204 /13 - Innovation and Improvement,$40.8M,$40.8M,100.0%
Feb,2013,Department of Education,Office of Innovation and Improvement,Innovation and Improvement,91-0204,No Year,No Year,91-0204 /X - Innovation and Improvement,$20.0M,$40.0M,50.0%
Feb,2013,Department of Education,Office of Special Education and Rehabilitative Services,National Technical Institute for the Deaf,91-0601,FY2013,2013,91-0601 /13 - National Technical Institute for the Deaf,$0.0M,$31.8M,0.0%
Feb,2013,Department of Education,Office of Vocational and Adult Education,"Career, Technical and Adult Education",91-0400,FY2012-FY2013,2013,"91-0400 12/13 - Career, Technical and Adult Education",$25.9M,$30.3M,85.3%
Feb,2013,Department of Education,Departmental Management,Office of the Inspector General,91-1400,FY2013,2013,91-1400 /13 - Office of the Inspector General,$4.7M,$26.3M,17.7%
Feb,2013,Department of Education,Office of Federal Student Aid,TEACH Grant Program Account,91-0206,FY2013,2013,91-0206 /13 - TEACH Grant Program Account,$19.5M,$22.9M,85.0%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Impact Aid,91-0102,FY2012-FY2013,2013,91-0102 12/13 - Impact Aid,$3.9M,$17.4M,22.6%
Feb,2013,Department of Education,Office of Federal Student Aid,Student Financial Assistance Debt Collection,91-5557,No Year,No Year,91-5557 /X - Student Financial Assistance Debt Collection,$14.9M,$15.7M,94.8%
Feb,2013,Department of Education,Office of English Language Acquisition,English Language Acquisition,91-1300,FY2012-FY2013,2013,91-1300 12/13 - English Language Acquisition,$12.5M,$14.6M,85.8%
Feb,2013,Department of Education,Departmental Management,Program Administration,91-0800,No Year,No Year,91-0800 /X - Program Administration,$14.1M,$14.4M,97.7%
Feb,2013,Department of Education,Office of Postsecondary Education,Historically Black College and University Capital Financing - Pr,91-1901,FY2013,2013,91-1901 /13 - Historically Black College and University Capital Financing - Pr,$8.8M,$9.9M,89.2%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Safe Schools and Citizenship Education,91-0203,No Year,No Year,91-0203 /X - Safe Schools and Citizenship Education,$3.8M,$7.9M,48.5%
Feb,2013,Department of Education,Office of Postsecondary Education,College Housing and Academic Facilities Loans Liquidating Accoun,91-0242,No Year,No Year,91-0242 /X - College Housing and Academic Facilities Loans Liquidating Accoun,$6.5M,$6.5M,100.0%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Safe Schools and Citizenship Education,91-0203,FY2013,2013,91-0203 /13 - Safe Schools and Citizenship Education,$5.0M,$5.0M,100.0%
Feb,2013,Department of Education,Office of Federal Student Aid,Federal Direct Student Loan Program Account,91-0243,No Year,No Year,91-0243 /X - Federal Direct Student Loan Program Account,$3.0M,$3.0M,100.0%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Impact Aid,91-0102,No Year,No Year,91-0102 /X - Impact Aid,$2.0M,$2.0M,100.0%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,Indian Education,91-0101,FY2013,2013,91-0101 /13 - Indian Education,$1.4M,$1.4M,100.0%
Feb,2013,Department of Education,Office of Postsecondary Education,Higher Education,91-0201,No Year,No Year,91-0201 /X - Higher Education,$1.2M,$1.2M,100.0%
Feb,2013,Department of Education,Departmental Management,Contributions,91-8258,No Year,No Year,91-8258 /X - Contributions,$0.6M,$1.0M,66.7%
Feb,2013,Department of Education,Office of Postsecondary Education,College Housing and Academic Facilities Loans Financing Account,91-4252,No Year,No Year,91-4252 /X - College Housing and Academic Facilities Loans Financing Account,$1.0M,$1.0M,100.0%
Feb,2013,Department of Education,Office of Vocational and Adult Education,"Career, Technical and Adult Education",91-0400,No Year,No Year,"91-0400 /X - Career, Technical and Adult Education",$0.9M,$0.9M,100.0%
Feb,2013,Department of Education,Office of Postsecondary Education,College Housing Loans,91-4250,No Year,No Year,91-4250 /X - College Housing Loans,$0.7M,$0.8M,95.8%
Feb,2013,Department of Education,Office of Elementary and Secondary Education,School Improvement Programs,91-1000,No Year,No Year,91-1000 /X - School Improvement Programs,$0.0M,$0.7M,0.0%
Feb,2013,Department of Education,Office of Federal Student Aid,Student Aid Administration,91-0202,No Year,No Year,91-0202 /X - Student Aid Administration,$0.6M,$0.6M,100.0%
Feb,2013,Department of Education,Office of Postsecondary Education,Higher Education Facilities Loans,91-0240,No Year,No Year,91-0240 /X - Higher Education Facilities Loans,$0.6M,$0.6M,100.0%
Feb,2013,Department of Education,Office of Federal Student Aid,Iraq and Afghanistan Service Grants Program,91-0248,FY2013,2013,91-0248 /13 - Iraq and Afghanistan Service Grants Program,$0.1M,$0.3M,49.0%
Feb,2013,Department of Education,Office of Postsecondary Education,College Housing and Academic Facilities Loans Program Account,91-0241,FY2013,2013,91-0241 /13 - College Housing and Academic Facilities Loans Program Account,$0.0M,$0.2M,14.7%
Feb,2013,Department of Energy,National Nuclear Security Administration,Weapons Activities,89-0240,No Year,No Year,89-0240 /X - Weapons Activities,"$1,399.2M","$5,502.2M",25.4%
Feb,2013,Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Loan Program Account,89-0322,No Year,No Year,89-0322 /X - Advanced Technology Vehicles Manufacturing Loan Program Account,"$4,325.6M","$4,341.2M",99.6%
Feb,2013,Department of Energy,Energy Programs,Science,89-0222,No Year,No Year,89-0222 /X - Science,"$1,263.0M","$3,236.7M",39.0%
Feb,2013,Department of Energy,Energy Programs,SPR Petroleum Account,89-0233,No Year,No Year,89-0233 /X - SPR Petroleum Account,"$2,745.3M","$2,745.3M",100.0%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Cleanup,89-0251,No Year,No Year,89-0251 /X - Defense Environmental Cleanup,$286.6M,"$2,363.3M",12.1%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Other Defense Activities,89-0243,No Year,No Year,89-0243 /X - Other Defense Activities,"$1,656.5M","$2,119.8M",78.1%
Feb,2013,Department of Energy,Energy Programs,"Title 17 Innovative Technology Direct Loan Financing Account, Re",89-4576,No Year,No Year,"89-4576 /X - Title 17 Innovative Technology Direct Loan Financing Account, Re","$1,768.1M","$1,879.9M",94.1%
Feb,2013,Department of Energy,Energy Programs,Advanced Technology Vehicles Manufacturing Direct Loan Financing,89-4579,No Year,No Year,89-4579 /X - Advanced Technology Vehicles Manufacturing Direct Loan Financing,"$1,535.7M","$1,608.7M",95.5%
Feb,2013,Department of Energy,Power Marketing Administration,"Construction, Rehabilitation, Operation and Maintenance, Western",89-5068,No Year,No Year,"89-5068 /X - Construction, Rehabilitation, Operation and Maintenance, Western","$1,162.7M","$1,369.0M",84.9%
Feb,2013,Department of Energy,National Nuclear Security Administration,Defense Nuclear Nonproliferation,89-0309,No Year,No Year,89-0309 /X - Defense Nuclear Nonproliferation,$322.9M,"$1,239.4M",26.1%
Feb,2013,Department of Energy,Energy Programs,Energy Efficiency and Renewable Energy,89-0321,No Year,No Year,89-0321 /X - Energy Efficiency and Renewable Energy,$651.9M,"$1,178.3M",55.3%
Feb,2013,Department of Energy,Energy Programs,Nuclear Energy,89-0319,No Year,No Year,89-0319 /X - Nuclear Energy,$317.5M,$549.7M,57.8%
Feb,2013,Department of Energy,National Nuclear Security Administration,Naval Reactors,89-0314,No Year,No Year,89-0314 /X - Naval Reactors,$50.7M,$522.6M,9.7%
Feb,2013,Department of Energy,Energy Programs,Title 17 Innovative Technology Guaranteed Loan Financing Account,89-4486,No Year,No Year,89-4486 /X - Title 17 Innovative Technology Guaranteed Loan Financing Account,$464.5M,$464.5M,100.0%
Feb,2013,Department of Energy,Power Marketing Administration,"Colorado River Basins Power Marketing Fund, Western Area Power A",89-4452,No Year,No Year,"89-4452 /X - Colorado River Basins Power Marketing Fund, Western Area Power A",$322.3M,$400.3M,80.5%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Other Defense Activities,89-0243,FY2013,2013,89-0243 /13 - Other Defense Activities,$63.2M,$345.9M,18.3%
Feb,2013,Department of Energy,Departmental Administration,Working Capital Fund,89-4563,No Year,No Year,89-4563 /X - Working Capital Fund,$185.2M,$253.0M,73.2%
Feb,2013,Department of Energy,Energy Programs,Uranium Enrichment Decontamination and Decommissioning Fund,89-5231,No Year,No Year,89-5231 /X - Uranium Enrichment Decontamination and Decommissioning Fund,$41.5M,$230.3M,18.0%
Feb,2013,Department of Energy,Energy Programs,Title 17 Innovative Technology Loan Guarantee Program,89-0208,No Year,No Year,89-0208 /X - Title 17 Innovative Technology Loan Guarantee Program,$178.4M,$199.8M,89.3%
Feb,2013,Department of Energy,National Nuclear Security Administration,Office of the Administrator,89-0313,FY2013-FY2014,2014,89-0313 13/14 - Office of the Administrator,$41.1M,$173.9M,23.6%
Feb,2013,Department of Energy,Energy Programs,"Title 17 Innovative Technology Loan Guarantee Program, Recovery",89-0209,No Year,No Year,"89-0209 /X - Title 17 Innovative Technology Loan Guarantee Program, Recovery",$100.0M,$166.0M,60.2%
Feb,2013,Department of Energy,Energy Programs,Federal Energy Regulatory Commission,89-0212,No Year,No Year,89-0212 /X - Federal Energy Regulatory Commission,$56.1M,$165.6M,33.9%
Feb,2013,Department of Energy,Energy Programs,Energy Transformation Acceleration Fund,89-0337,No Year,No Year,89-0337 /X - Energy Transformation Acceleration Fund,$112.0M,$158.3M,70.7%
Feb,2013,Department of Energy,Energy Programs,Non-defense Environmental Cleanup,89-0315,No Year,No Year,89-0315 /X - Non-defense Environmental Cleanup,$58.2M,$152.3M,38.2%
Feb,2013,Department of Energy,Energy Programs,Fossil Energy Research and Development,89-0213,No Year,No Year,89-0213 /X - Fossil Energy Research and Development,$76.6M,$142.7M,53.7%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Cleanup,89-0251,FY2013-FY2014,2014,89-0251 13/14 - Defense Environmental Cleanup,$32.4M,$134.7M,24.1%
Feb,2013,Department of Energy,Departmental Administration,Departmental Administration,89-0228,FY2013-FY2014,2014,89-0228 13/14 - Departmental Administration,$67.2M,$127.5M,52.7%
Feb,2013,Department of Energy,Energy Programs,Strategic Petroleum Reserve,89-0218,No Year,No Year,89-0218 /X - Strategic Petroleum Reserve,$27.5M,$108.1M,25.5%
Feb,2013,Department of Energy,Energy Programs,Northeast Home Heating Oil Reserve,89-5369,No Year,No Year,89-5369 /X - Northeast Home Heating Oil Reserve,$100.7M,$100.7M,100.0%
Feb,2013,Department of Energy,Power Marketing Administration,"Operation and Maintenance, Southwestern Power Administration",89-0303,No Year,No Year,"89-0303 /X - Operation and Maintenance, Southwestern Power Administration",$57.8M,$89.2M,64.8%
Feb,2013,Department of Energy,Energy Programs,Energy Transformation Acceleration Fund,89-0337,FY2013,2013,89-0337 /13 - Energy Transformation Acceleration Fund,$87.8M,$87.8M,100.0%
Feb,2013,Department of Energy,Energy Programs,Electricity Delivery and Energy Reliability,89-0318,No Year,No Year,89-0318 /X - Electricity Delivery and Energy Reliability,$56.0M,$83.4M,67.2%
Feb,2013,Department of Energy,Energy Programs,Science,89-0222,FY2013-FY2014,2014,89-0222 13/14 - Science,$19.9M,$81.7M,24.4%
Feb,2013,Department of Energy,Energy Programs,Energy Efficiency and Renewable Energy,89-0321,FY2013-FY2014,2014,89-0321 13/14 - Energy Efficiency and Renewable Energy,$19.1M,$69.6M,27.4%
Feb,2013,Department of Energy,Power Marketing Administration,"Operation and Maintenance, Southeastern Power Administration",89-0302,No Year,No Year,"89-0302 /X - Operation and Maintenance, Southeastern Power Administration",$40.4M,$66.1M,61.1%
Feb,2013,Department of Energy,Energy Programs,Isotope Production and Distribution Program Fund,89-4180,No Year,No Year,89-4180 /X - Isotope Production and Distribution Program Fund,$41.4M,$58.7M,70.6%
Feb,2013,Department of Energy,Energy Programs,Ultra-deepwater and Unconventional Natural Gas and Other Petrole,89-5523,No Year,No Year,89-5523 /X - Ultra-deepwater and Unconventional Natural Gas and Other Petrole,$47.6M,$51.6M,92.3%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Other Defense Activities,89-0243,FY2013-FY2014,2014,89-0243 13/14 - Other Defense Activities,$13.9M,$47.4M,29.2%
Feb,2013,Department of Energy,Energy Programs,Energy Information Administration,89-0216,No Year,No Year,89-0216 /X - Energy Information Administration,$9.3M,$44.7M,20.9%
Feb,2013,Department of Energy,Departmental Administration,Office of the Inspector General,89-0236,No Year,No Year,89-0236 /X - Office of the Inspector General,$26.3M,$44.5M,59.0%
Feb,2013,Department of Energy,Energy Programs,Fossil Energy Research and Development,89-0213,FY2013-FY2014,2014,89-0213 13/14 - Fossil Energy Research and Development,$14.7M,$41.5M,35.3%
Feb,2013,Department of Energy,Energy Programs,Nuclear Energy,89-0319,FY2013-FY2014,2014,89-0319 13/14 - Nuclear Energy,$11.7M,$36.1M,32.3%
Feb,2013,Department of Energy,Departmental Administration,Departmental Administration,89-0228,FY2012-FY2013,2013,89-0228 12/13 - Departmental Administration,$20.3M,$28.1M,72.3%
Feb,2013,Department of Energy,National Nuclear Security Administration,Naval Reactors,89-0314,FY2013-FY2014,2014,89-0314 13/14 - Naval Reactors,$3.5M,$19.5M,18.0%
Feb,2013,Department of Energy,Departmental Administration,Departmental Administration,89-0228,No Year,No Year,89-0228 /X - Departmental Administration,$17.3M,$18.6M,93.2%
Feb,2013,Department of Energy,Power Marketing Administration,"Western Area Power Administration, Borrowing Authority, Recovery",89-4404,No Year,No Year,"89-4404 /X - Western Area Power Administration, Borrowing Authority, Recovery",$14.9M,$15.7M,94.8%
Feb,2013,Department of Energy,Energy Programs,Nuclear Energy,89-0319,FY2012-FY2013,2013,89-0319 12/13 - Nuclear Energy,$6.1M,$14.2M,42.9%
Feb,2013,Department of Energy,Energy Programs,Energy Supply and Conservation,89-0224,No Year,No Year,89-0224 /X - Energy Supply and Conservation,$13.1M,$13.1M,100.0%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Defense Nuclear Waste Disposal,89-0244,No Year,No Year,89-0244 /X - Defense Nuclear Waste Disposal,$11.3M,$11.3M,100.0%
Feb,2013,Department of Energy,Energy Programs,Energy Transformation Acceleration Fund,89-0337,FY2013-FY2014,2014,89-0337 13/14 - Energy Transformation Acceleration Fund,$5.7M,$9.8M,58.8%
Feb,2013,Department of Energy,Energy Programs,Electricity Delivery and Energy Reliability,89-0318,FY2012-FY2013,2013,89-0318 12/13 - Electricity Delivery and Energy Reliability,$5.7M,$9.7M,59.0%
Feb,2013,Department of Energy,Energy Programs,Naval Petroleum and Oil Shale Reserves,89-0219,No Year,No Year,89-0219 /X - Naval Petroleum and Oil Shale Reserves,$8.8M,$9.5M,92.6%
Feb,2013,Department of Energy,Energy Programs,Electricity Delivery and Energy Reliability,89-0318,FY2013-FY2014,2014,89-0318 13/14 - Electricity Delivery and Energy Reliability,$2.7M,$9.2M,29.4%
Feb,2013,Department of Energy,Energy Programs,Nuclear Waste Disposal,89-5227,No Year,No Year,89-5227 /X - Nuclear Waste Disposal,$9.0M,$9.0M,100.0%
Feb,2013,Department of Energy,National Nuclear Security Administration,Office of the Administrator,89-0313,FY2012-FY2013,2013,89-0313 12/13 - Office of the Administrator,$2.2M,$8.6M,25.2%
Feb,2013,Department of Energy,Energy Programs,Fossil Energy Research and Development,89-0213,FY2012-FY2013,2013,89-0213 12/13 - Fossil Energy Research and Development,$7.3M,$8.1M,90.0%
Feb,2013,Department of Energy,Energy Programs,Energy Efficiency and Renewable Energy,89-0321,FY2012-FY2013,2013,89-0321 12/13 - Energy Efficiency and Renewable Energy,$1.0M,$6.6M,15.9%
Feb,2013,Department of Energy,Energy Programs,Science,89-0222,FY2012-FY2013,2013,89-0222 12/13 - Science,$0.8M,$6.0M,12.6%
Feb,2013,Department of Energy,National Nuclear Security Administration,Office of the Administrator,89-0313,No Year,No Year,89-0313 /X - Office of the Administrator,$5.6M,$5.6M,100.0%
Feb,2013,Department of Energy,Energy Programs,Clean Coal Technology,89-0235,No Year,No Year,89-0235 /X - Clean Coal Technology,$5.5M,$5.5M,100.0%
Feb,2013,Department of Energy,National Nuclear Security Administration,Naval Reactors,89-0314,FY2012-FY2013,2013,89-0314 12/13 - Naval Reactors,$3.9M,$3.9M,100.0%
Feb,2013,Department of Energy,Energy Programs,Energy Transformation Acceleration Fund,89-0337,FY2012-FY2013,2013,89-0337 12/13 - Energy Transformation Acceleration Fund,$3.4M,$3.7M,91.9%
Feb,2013,Department of Energy,Energy Programs,Payments to States under Federal Power Act,89-5105,No Year,No Year,89-5105 /X - Payments to States under Federal Power Act,$3.3M,$3.3M,100.0%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Defense Environmental Cleanup,89-0251,FY2012-FY2013,2013,89-0251 12/13 - Defense Environmental Cleanup,$3.2M,$3.2M,100.0%
Feb,2013,Department of Energy,Power Marketing Administration,Falcon and Amistad Operating and Maintenance Fund,89-5178,No Year,No Year,89-5178 /X - Falcon and Amistad Operating and Maintenance Fund,$0.1M,$2.0M,6.2%
Feb,2013,Department of Energy,Environmental and Other Defense Activities,Other Defense Activities,89-0243,FY2012-FY2013,2013,89-0243 12/13 - Other Defense Activities,$1.2M,$1.3M,96.4%
Feb,2013,Department of Energy,National Nuclear Security Administration,Cerro Grande Fire Activities,89-0312,No Year,No Year,89-0312 /X - Cerro Grande Fire Activities,$0.8M,$0.8M,100.0%
